Id	CAS	SMILES	STATUS	EXP Class
154		CC(C)(C)C1CCCCC1	Training	-41
155		CCCCCCC(C)CC	Training	-85
156		C=C(C)CCCC	Training	-103
157		CCCC(C)(C)C(C)C	Training	-117
158		CCC(C)C(C)(C)CC	Training	-101
159		N#CC(=C)C	Training	-36
160		O=[N+]([O-])c1ccc(cc1(F))C	Training	53
161		CCC(CC)S	Training	-111
162		CC(C)CC1CCCC1	Training	-115
163		C=C(C)CCCCCC	Training	-78
164		OC(CC)CC(C)CC	Training	-91.2
165		C(=C(C)C(C)C)C	Training	-124
166		O(C)C(OC)C	Training	-113
167		O=[N+]([O-])c2ccccc2(c1ccccc1)	Training	37
168		N(C)C	Training	-92
169		CCCCCCCCCl	Training	-58
170		CCCCCCCCS	Training	-49
171		C=CC(C)(C)C	Training	-115
172		C(C(Cl)(Cl)Cl)Cl	Training	-70
173		CCCCCCCI	Training	-48
174		OCCC(C)C	Training	-117
175		O=C(OC)c1ccc(cc1)I	Training	115
176		N#CC=CC#N	Training	97
177		C=CCN	Training	-88
178		O1CC1CCl	Training	-57
179		C(CS)S	Training	-41
180		c1cc(cc(c1)Br)C	Training	-40
181		O=C(NCCC)NS(=O)(=O)c1ccc(cc1)Cl	Training	128
182		c1cc(c(cc1C)C)C	Training	-43.8
183		C(CBr)CBr	Training	-34
184		N#CCCCC	Training	-96
185		O=C(OCC)C=C	Training	-71
186		CC(C)(C)I	Training	-38
187		C#CC(C)(C)C	Training	-78
188		O(C)COC	Training	-105
189		c1cc(cc(c1)Cl)C	Training	-48
190		CCCCCCCC	Training	-57
191		C1CCCC1	Training	-94
192		C(C(Cl)(Cl)Cl)(Cl)Cl	Training	-29
193		n1cccc2ccccc12	Training	-15
194		CCC(C)C	Training	-160
195		N#Cc1cc(c(c(c1)[N+](=O)[O-])Cl)[N+](=O)[O-]	Training	141
196		O=C(N)C(CC)C(C)CC	Training	114
197		O=C(O)CCCC(=O)c1ccccc1	Training	127
198		Nc1ccccc1	Training	-6
199		N#CC(c1ccccc1)c2ccccc2	Training	74
200		FC(F)(F)C	Training	-111
201		c1cc(cc(c1)C(C)C)C	Training	-64
202		CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC	Training	70
203		O=C(OC)C(C)C	Training	-85
204		OC(CCC)CCCC	Training	-40.7
205		CC1(C)(CCCCC1)	Training	-33
206		CC(C)(C)C(C)(C)C	Training	101
207		C(=C(C)C)C(C)C	Training	-128
208		O=C(OCCC)CCCCC	Training	-69
209		N#CCCCCC	Training	-80
210		CCCCCSCCCCC	Training	-51
211		c1c(cc(cc1C)CC)C	Training	-84
212		c1ccc(c(c1)C)CCC	Training	-60
213		CCC1CCCCC1	Training	-111
214		c1cc(c(cc1C)CC)C	Training	-54
215		CCCC1CCCC1	Training	-117
216		CCCCC(C)CCC	Training	-113
217		CC(C)CCC(C)(C)C	Training	-106
218		C(=C(C)CC)(C)C	Training	-118
219		CCCCC(C)CCCC	Training	-88
220		CCC(CC)C(C)(C)C	Training	-99
221		Fc1ccc(cc1)C(F)(F)F	Training	-42
222		C#CC(C)C	Training	-90
223		C=CCC1CCCC1	Training	-111
224		O=C(c1cc(cc(c1)C(=O)Cl)C(=O)Cl)Cl	Training	36
225		CC(C)C(C(C)C)C(C)C	Training	-82
226		CC(C(C)(C)C)C(C)(C)C	Training	-39
227		C(#CC(C)C)CC	Training	-117
228		C(=CC(C)CC)C	Training	-126
229		C(=CCC(C)C)C	Training	-124
230		c1ccc(c(c1)CC)Cl	Training	-83
231		OC(C)CC	Training	-115
232		CCCS	Training	-113
233		C(=C(C)C)C(C)(C)C	Training	-106
234		O=C(OCC)CC(C)C	Training	-99
235		CCCCCS	Training	-76
236		CCCCCCBr	Training	-85
237		C(#CC)C	Training	-32
238		CCCCSCCCC	Training	-80
239		c1cc(ccc1C)CC	Training	-62
240		C(#CCC)C	Training	-109
241		CCCCCCC(C)C	Training	-80
242		O=C(c1ccc(O)cc1)c2c3ccccc3(oc2CC)	Training	124
243		C(=C(Cl)Cl)Cl	Training	-85
244		O=C(OCc1ccccc1)C	Training	-51
245		C=CCI	Training	-99
246		O(CC)CC	Training	-116
247		c1c(cc(cc1C)C)C	Training	-45
248		CCCCS	Training	-116
249		O=CCCCCCC	Training	-43
250		CC(C)CC(C)(C)C	Training	-107
251		CCCI	Training	-101
252		C=CCCCCCCCC	Training	-66
253		CCCCCC	Training	-95
254		C(Cl)(Cl)(Cl)Br	Training	-6
255		CCCCCCCCCCCCCCCC(C)C	Training	6
256		O=C(O)COC	Training	8
257		CCCCCCCCCCCCC	Training	-5
258		O=C(OO)C	Training	0.1
259		CCCCCCCCCCC1CCCCC1	Training	-2
260		c1ccc(c(c1)Cl)I	Training	1
261		CCCCCCCCCCCCCl	Training	-9
262		c1c(cc(c(c1C)C)C)C	Training	-24
263		n1cccc(c1)Br	Training	-27
264		CCCCCCCCCCCl	Training	-31
265		O=C(OCC)CCCCCCCCCCCCC	Training	12
266		C(C(Br)Br)Br	Training	-29
267		O=[N+]([O-])c1cc(F)ccc1(F)	Training	-12
268		C(=C(Cl)Cl)(Cl)Cl	Training	-22
269		c1cc(ccc1C(C)C)Cl	Training	-12
270		O=C(OC(C)C)CC(=O)C	Training	-27
271		c1cc(cc(c1)I)Br	Training	-9
272		c1ccc(cc1)I	Training	-31
273		CCCCCCCCCCI	Training	-16
274		N#Cc1ccccc1	Training	-13
275		CCCCCCCCCC	Training	-30
276		O=C1NS(=O)(=O)c2ccccc12	Training	229
277		O=C(NC(CO)C(O)c1ccc(cc1)S(=O)(=O)C)C(Cl)Cl	Training	165
278		CCCl	Training	-139
279		O=S(=O)(N)c1ccccc1C	Training	156
280		n1ccc(nc1N)C	Training	160
281		CC1CCC(C)C1	Training	-134
282		C=C(C)C(C)CC	Training	-134
283		C=CC(C)(C)CC	Training	-134
284		O=C(N)c1cccc(c1)Br	Training	155
285		Oc1ccc2c(c1)C3(C)(CCN(CC=C(C)C)C(C2)C3(C))	Training	146.3
286		c1ccc3c(c1)Sc2ccccc2S3	Training	159
287		C=C(C)C(C)C	Training	-157
288		C=CCCC=C	Training	-141
289		C=C(C)CCC	Training	-136
290		CCCC(C)C	Training	-154
291		C(=C(C)C)C	Training	-134
292		c1cc(ccc1c2ccc(cc2)Cl)Cl	Training	149
293		O=C(NCCN(CC)CC)c1cc(c(N)cc1(OC))Cl	Training	147
294		CCCCC	Training	-130
295		N(CC)(CC)CC	Training	-115
296		O=CO	Training	8
297		O=C(O)CCCC	Training	-34
298		C=CCC	Training	-185
299		C=C	Training	-169
300		n1nc(C)sc1N	Training	224.85
301		OC(C)(CC)CC	Training	-24
302		O=P(OCC)(OCC)OCC	Training	-56
303		c1cc[nH]c1	Training	-23
304		c1ccc2c(c1)CCC2	Training	-51
305		O=C1CCC(C)CC1	Training	-41
306		OC(C)(C)CCCCC	Training	-50.4
307		c1cc(C)sc1C	Training	-63
308		c1cc(ccc1C)CCC	Training	-64
309		O=S(CCCC)CCCC	Training	33
310		CCCCCCCCCCl	Training	-39
311		OC(C)CCCCCC	Training	-32
312		CC1CCCC1(C)(C)	Training	-22
313		O=COCCCCCC	Training	-63
314		CC(C)C(C)(C)C(C)(C)C	Training	-36
315		O=C(OCC)Cc1ccccc1	Training	-29
316		c1cc(C)sc1	Training	-63
317		c1cc(ccc1CC)Cl	Training	-63
318		OCC(O)CO	Training	17.8
319		O(c1ccccc1)CCCC	Training	-19
320		c1cc(cc(c1)C(C)(C)C)C	Training	-41
321		CC(CCCBr)Br	Training	-34
322		n1ccccc1	Training	-42
323		c1ccc(cc1)Br	Training	-31
324		c1cc(c(c(c1)C)C)C	Training	-25
325		CCCCCCCCCCC	Training	-26
326		O=C(O)C	Training	16.7
327		N#Cc1c(F)c(F)c(F)c(F)c1(F)	Training	2
328		c1cc(c(cc1Cl)Cl)CCl	Training	-3
329		C#CC(O)(C)C	Training	2.6
330		c1c(cc(cc1C(C)C)C(C)C)C(C)C	Training	-7
331		CC(C)(C)CCC(C)(C)C	Training	-13
332		O=C(c1ccccc1)CCCC	Training	-9
333		c1ccc(cc1)Cc2ccccc2C	Training	7
334		n1ccc(cc1)CN	Training	-8
335		OCCOCCO	Training	-10
336		c1ccc(cc1)CCCCCCCCCC	Training	-14
337		Nc1cccc(c1)Cl	Training	-10
338		CCCCCCCCCCCC	Training	-9.6
339		NC	Training	-93
340		FC(F)(F)F	Training	-184
341		CC(C)CCCl	Training	-104
342		O=C(OC(C)C)C	Training	-73
343		C=C(C)C	Training	-140
344		Fc1c(F)c(F)c(c(F)c1(F))C(F)(F)F	Training	-66
345		O=C(OCC)Cl	Training	-81
346		C(=C(C)C(C)C)(C)C	Training	-113
347		C(=C)=C(C)C	Training	-114
348		CCC(CC)CC	Training	-119
349		CCCSSCCC	Training	-86
350		O=C(O)CCCCCCCCCCCCCCCCCC	Training	69
351		O=C(N)C(Cl)Cl	Training	99
352		C=CCC(C)(C)C	Training	-137
353		CCCCCCCC(C)C	Training	-75
354		CCC(C(C)C)C(C)C	Training	-122
355		CCC1CCCC1	Training	-138
356		c1ccc(c(c1)C(C)C)Cl	Training	-74
357		CCCCCC(C)CC	Training	-108
358		CC(C)C1CCCC1	Training	-111
359		CC1CCC(C)(C)C1	Training	-142
360		C1=CCC(C)(C)CC1	Training	-74
361		CCC(C)(C)CC(C)C	Training	-113
362		FC(Br)(Br)Br	Training	-74
363		C1(=C(C)CCC1)(C)	Training	-90
364		N#Cc1c[nH]cc1c3cccc2OC(F)(F)Oc23	Training	199.4
365		C=C(CC)Br	Training	-133
366		C#CCC(C)C	Training	-105
367		C(=CC(C)C)CC	Training	-142
368		C=CCNCC=C	Training	-88
369		CCC	Training	-188
370		CCCCBr	Training	-112
371		C1CCC1	Training	-91
372		O=C(O)CCCCCCCCCCCCCCCCCCC	Training	75
373		CCCCCI	Training	-86
374		C(=C(C)C)CCC	Training	-130
375		C(#CCCC)C	Training	-90
376		C(=CCCC)CC	Training	-137
377		N=2c4cc(ccc4(Nc1ccccc1C=2N3CCN(C)CC3))Cl	Training	183.5
378		CCC(CBr)Br	Training	-65
379		C=CCBr	Training	-119
380		O=C(OCC)C	Training	-84
381		O(C)C(C)(C)C	Training	-109
382		CCBr	Training	-119
383		OCC	Training	-114
384		O=C(O)CC	Training	-20.8
385		C(=CCC)C	Training	-151
386		C1CC1	Training	-127.15
387		CCCCCCC	Training	-91
388		c1ccc(cc1)Cc2ccc(cc2)C	Training	5
389		O1CCCC1	Training	-108
390		C=CCCCCCC	Training	-102
391		C1=C(C)CCCC1	Training	-120
392		C=CCCCC	Training	-140
393		O=C(OC)C(=C)C	Training	-48
394		n1ccc2ccccc2(c1)	Training	26
395		OC	Training	-98
396		CC(CBr)Br	Training	-55
397		Oc1cc(O)cc(O)c1	Training	218
398		OC(c1ccccc1)CN	Training	57
399		O=C(O)c1ncccc1	Training	137
400		NCCCNCCCCN	Training	23.5
401		n1ccc(N)cc1	Training	159
402		O=C(O)Cc1ccc(O)c(OC)c1	Training	143
403		O=C(O)CCCCCNC(=O)C	Training	104
404		Oc1cc(cc2OC(c3ccc(cc3(c12))C)(C)C)CCCCC	Training	76.5
405		O=C(Oc2cccc1c2(OC(C)(C)C1))NC	Training	151.5
406		O1C(C)(C)C2CCC1(C)CC2	Training	1
407		O=C(NC)CSP(OC)(OC)=S	Training	51.5
408		O=C(O)Cc1ccc(cc1)c2ccccc2	Training	161
409		O(c1ccc(c(c1)C)SC)P(OC)(OC)=S	Training	7
410		CC(C)C1CCC(C)C2CCC(C)C2(C1)	Training	32
411		OCc2c[nH]c1ccccc12	Training	98
412		O=C(O)CCc2c[nH]c1ccccc12	Training	134
413		O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1	Training	36
414		O=C(NBr)C	Training	104
415		n2ccc1cc(OC)c(OC)cc1c2Cc3ccc(OC)c(OC)c3	Training	147
416		O=C2c3ccccc3(C(=O)C2(c1ccccc1))	Training	149.5
417		OC(c1ccc(cc1)C(C)(C)C)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4	Training	147.5
418		O=S(=O)(N)Cc1noc2ccccc12	Training	162
419		Oc1cccc(c1)N(c2ccc(cc2)C)CC3=NCCN3	Training	174.5
420		O=C1NC(=O)C(C(=O)N1)(C2=CCCCC2)CC	Training	172.5
421		n1[nH]c(cc1C)C	Training	107
422		c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)Cl)Cl	Training	109
423		O=[N+]([O-])CC	Training	-89
424		OC(C)(C)C1CCC(O)(C)CC1	Training	158
425		O=C1c3ccccc3(C(=O)c2c(N)c(ccc12)C)	Training	205
426		O=C(O)c1cccc(c1(O))C	Training	165
427		N#CC=1C(=O)C(=C(C(=O)C=Training(C#N))Cl)Cl	Training	215
428		O=C(Nc1ccccc1)c2ccccc2(O)	Training	137
429		O(c1c(cc(cc1Cl)Cl)Cl)C	Training	61
430		O=C(c1cccs1)C	Training	10
431		O=[N+]([O-])c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-]	Training	122
432		n1c(nc(nc1N)c2ccccc2)N	Training	227
433		O=C1Oc2ccc(cc2(C=C1))C	Training	76
434		O=C(OC(=O)c1ccccc1)c2ccccc2	Training	42
435		ON=C(C)CC	Training	-29.5
436		FC(F)(F)c1cccc(N)c1	Training	6
437		O=C(c1cccc(c1)C(=O)Cl)Cl	Training	44
438		OCc1cnccc1	Training	-7
439		n1c(nc(nc1Cl)Cl)Nc2ccccc2Cl	Training	159.5
440		N#CC=C	Training	-84
441		O=C(C=C)NC(C)(C)C	Training	129
442		O=C(CC(C)C)CC(C)C	Training	-42
443		C1CCC(CC1)Br	Training	-57
444		Oc1cnccc1	Training	127
445		n1ccccc1Cl	Training	-46
446		O=COCCC(C)C	Training	-93
447		CCSSCC	Training	-102
448		O(CCOCCCl)CCCl	Training	-32
449		O=C(NNc1ccccc1)C	Training	130
450		O=S4(=O)(OC(c1cc(c(O)c(c1)Br)C)(c2cc(c(O)c(c2)Br)C)c3ccccc34)	Training	241
451		n1c(ccc2ccccc12)c3nc4ccccc4(cc3)	Training	195
452		Oc1ccc(cc1Cc2ccccc2)Cl	Training	48
453		O=[N+]([O-])c1cc(ccc1Cl)C(F)(F)F	Training	-3
454		O=Cc1ccc(O)c(OCC)c1	Training	77
455		O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1	Training	205
456		O=C(c1ccc(O)cc1(O))c2ccc(O)cc2(O)	Training	201
457		O=C(O)c2cc(nc1ccccc12)c3ccccc3	Training	215
458		O=C(O)CCI	Training	82
459		C(CCl)CCl	Training	-100
460		OCC(C)(C)C(O)C(C)C	Training	52
461		n1ncc2ccccc2(c1)	Training	91
462		O1c3ccccc3(Oc2ccccc12)	Training	122.5
463		O=[N+]([O-])c1cc(ccc1(F))S(=O)(=O)c2ccc(F)c(c2)[N+](=O)[O-]	Training	194
464		FC(F)(F)c1ccc(c(c1)Cl)Cl	Training	-12
465		O=C(N)c1cnc(N)cc1	Training	247
466		O=C(Nc1ccc(c(c1)Cl)Cl)N(OC)C	Training	93.5
467		O=C(NCCCC)NS(=O)(=O)c1ccc(N)cc1	Training	144
468		O=C(Nc1cccc(c1)C(F)(F)F)C	Training	105
469		O=C(O)C(F)(F)C(F)(F)C(F)(F)F	Training	-18
470		O=C(O)c1cccc(c1)C(F)(F)F	Training	105
471		O=S(=O)(F)c1ccc(cc1)C	Training	41
472		O(COCC)CC	Training	-66
473		O=C(CC)C(c1ccccc1)(c2ccccc2)CC(N3CCOCC3)C	Training	75
474		O=C(O)c2ccnc1ccccc12	Training	254
475		O=C1NC(=O)c2nccnc2(N1)	Training	348
476		O=Cc1c[nH]c2ccccc12	Training	197
477		O=C(O)c1cocc1	Training	122
478		c1ccc3c(c1)Nc2ccccc2CC3	Training	107
479		O=C1OCC=C1	Training	4
480		n1ccccc1N	Training	58
481		c1ccc(c(c1)C)C(C)C	Training	-72
482		O=[N+]([O-])c1ccccc1[N+](=O)[O-]	Training	118
483		c1ccc(cc1)CSCc2ccccc2	Training	49
484		O=C(CCCCCCCCCCCCC)CCCCCCCCCCCCC	Training	78
485		C1=CC=CCC=C1	Training	-80
486		O=C1C=Cc3cccc2cccc1c23	Training	154.5
487		C=CC(C)C	Training	-168
488		O=C(O)c1ccc(OC)c(OC)c1(OC)	Training	101
489		c1ccc2c(c1)cc(c3ccccc23)Br	Training	64
490		O=C1c2ccccc2(C(=O)N1CCBr)	Training	82
491		O=C(CC)CCC	Training	-55
492		C(=NC(C)(C)C)=S	Training	10
493		C1=CCC(C)CC1	Training	-115
494		O=COCCCC	Training	-92
495		CCCCCCCCCCCCCCCCCCCCCCCCCCC	Training	59
496		OC(CC)(CC)CC	Training	-13
497		O=C(OC)C(Cl)(Cl)Cl	Training	-18
498		O=[N+]([O-])c3ccc2c1c3(cccc1CC2)	Training	103.5
499		O=C(Oc1ccccc1[N+](=O)[O-])C	Training	40
500		O=C(OCC)c1occc1	Training	34
501		O=C1OC(=O)C(=C1)C	Training	8
502		O=C(O)C(NC(=O)C)CS	Training	110
503		O=C(O)c1ccc(cc1)CC	Training	113
504		O=C(O)c1ccc(cc1)N(C)C	Training	243
505		OC(COc1ccccc1)COc2ccccc2	Training	82
506		C(=Nc1ccc(cc1)C)=S	Training	25
507		Oc1ccc(OCC)cc1	Training	66
508		O(C)CCCC	Training	-115
509		O(CC)CCC	Training	-127
510		CCCCCCCCl	Training	-70
511		CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC	Training	76
512		CC[Si](CC)(CC)CC	Training	-82
513		O=C(Oc1ccccc1(OC(=O)C))C	Training	64
514		Oc1cc(cc(c1C)C)C	Training	94
515		O=Cc1oc(cc1)[N+](=O)[O-]	Training	36
516		c1c(c(c(c(c1C)C)C)C)C	Training	54
517		c1ccc3c(c1)c2ccccc2CC3	Training	34
518		O=P(c1ccccc1)(c2ccccc2)c3ccccc3	Training	156
519		O=C(O)C23(CC1CC(CC(C1)C2)C3)	Training	175
520		O=C(Oc1cccc2ccccc12)C	Training	45
521		O=C(CCCCC)CCCCC	Training	15
522		c1cc(c(c(c1)CC)C)C	Training	-50
523		O=C(NN)c1ccccc1(O)	Training	148
524		O=C(O)C(Oc1ccccc1)C	Training	118
525		c1ccc(cc1)c2cc3ccccc3([nH]Test)	Training	190
526		O=C(O)CC(C)(C)C	Training	6
527		CC(C)(C)CC(C)(C)C	Training	-67
528		O=C(c1ccccc1)c2ccc(N)cc2	Training	123
529		O=C(OCCCCCCCCCCCC)c1cc(O)c(O)c(O)c1	Training	97
530		c1ccc3c(c1)CCc2ccccc2C3Cl	Training	107
531		O=C(O)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	Training	208
532		CC(C)SC	Training	-102
533		n1cc(ccc1N)C	Training	76
534		CC[Si](CC)(Cl)Cl	Training	-97
535		OCc1ccc(cc1Cl)Cl	Training	59
536		O=C(c1ccccc1)c2ccc(OCCCCCCCC)cc2(O)	Training	48
537		c1ccc3c(c1)c2ccccc2C3Br	Training	103
538		c1ccc2cc(ccc2(c1))C(C)C	Training	14
539		C=Cc1ccccc1Br	Training	-53
540		O=CC1CCCCC1	Training	34.5
541		O=C1C(=O)N(c2ccccc12)C	Training	131
542		O=C(c1cccc(c1)Br)C	Training	8
543		O=C(Nc1cccc(c1)C(F)(F)F)N(C)C	Training	163.5
544		n1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	125
545		n1c(c(cc(c1Cl)Cl)Cl)Cl	Training	91
546		Oc1ccc(cc1C(C)(C)C)C	Training	52
547		N#CC(C#N)=Cc1ccccc1Cl	Training	95
548		O=C(OC)c1cc(ccc1Cl)Cl	Training	39
549		c1c(c(cs1)Br)Br	Training	5
550		c1cc(Cl)sc1Cl	Training	-41
551		C=CCCCCCCCCCCCCCCCCCC	Training	29
552		C=CCC(C)CC	Training	-141
553		O=C(OCC)C(C)(C)C	Training	-90
554		C=CC(CC)CC	Training	-127
555		C=CCCCCCCCCCCCCCCC	Training	11
556		CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC	Training	88
557		Nc1ccc(c(c1)C)Cl	Training	84
558		Cl[SiH](Cl)Cl	Training	-127
559		O=C(OCC)c1ccc(cc1)N(C)C	Training	63.5
560		n1nn(c2ccccc12)C	Training	65
561		O=C(O)c1cc[n+]([O-])cc1	Training	270
562		O=C(N)C4CCN(CCCN3c1ccccc1Sc2ccc(cc23)S(=O)(=O)C)CC4	Training	170
