No.	CAS	SMILES	Status	CARC
35	-	O=C1c3ccccc3(C(=O)c2c1c(N)c(cc2Br)Br)	Training	1
36	-	O=C(Nc1ccc(OCC)c(N)c1)C	Training	0
37	-	O=C1c3ccccc3(C(=O)c2c(N)c(ccc12)C)	Training	1
38	-	O=[N+]([O-])c1oc(cc1)c2nnc(o2)N	Training	1
39	-	O=[N+]([O-])c1oc(cc1)c2nnc(N)s2	Training	1
40	-	O=[N+]([O-])c1oc(cc1)c2nc(N)sc2	Training	1
41	-	O=[N+]([O-])c1ccc(O)c(N)c1	Training	1
42	-	O=[N+]([O-])c1ccc(N)c(O)c1	Training	1
43	-	O=[N+]([O-])c1cc(N)ccc1(O)	Training	1
44	-	O=[N+]([O-])c1cnc(N)s1	Training	1
45	-	O=C1c3ccccc3(C(=O)c2cc(N)ccc12)	Training	1
46	-	N(=Nc1ccccc1C)c2ccc(N)c(c2)C	Training	1
47	-	O=C(O)CCCCCN	Training	0
48	-	O=C(O)CC1(CN)(CCCCC1)	Training	1
49	-	n1cnc(N)[nH]1	Training	1
50	-	O=C(O)CCCCCCCCCCN	Training	1
51	-	O=C1NC(=O)C(C(=O)N1)(CC)CCC(C)C	Training	0
52	-	O=NN(C(=O)N)CCCCC	Training	1
53	-	O(c1ccc(cc1)C=CC)C	Training	0
54	-	n1c(nc(nc1Cl)Cl)Nc2ccccc2Cl	Training	0
55	-	Nc1ccccc1	Training	0
56	-	O=C(O)c1ccccc1(N)	Training	0
57	-	O=S(OCCCl)OC(C)COc1ccc(cc1)C(C)(C)C	Training	1
58	-	O=C1C(O)=C(O)OC1C(O)CO	Training	0
59	-	O=C(O)CC(N)C(=O)NC(C(=O)OC)Cc1ccccc1	Training	0
60	-	O=C(O)c1ccccc1(OC(=O)C)	Training	0
61	-	Fc1ccc(cc1)Cn3c(nc2ccccc23)NC5CCN(CCc4ccc(OC)cc4)CC5	Training	0
62	-	n1c(nc(nc1NC(C)C)Cl)NCC	Training	1
63	-	O=C(OC2CC1N(C)C(CC1)C2)C(c3ccccc3)CO	Training	0
64	-	O=C1N=C(N)C=NN1C2OC(CO)C(O)C2(O)	Training	0
65	-	N#[N+]C=C([O-])OCC(N)C(=O)O	Training	1
66	-	O=[N+]([O-])c1ncn(c1Sc3ncnc2nc[nH]c23)C	Training	0
67	-	O=C(OC(C)C)C5=C(NC(N)=C(C(=O)OC1CN(C1)C(c2ccccc2)c3ccccc3)C5(c4cccc(c4)[N+](=O)[O-]))C	Training	0
68	-	O=C1c2ccccc2(N=NN1CSP(OC)(OC)=S)	Training	0
69	-	N(=Nc1ccccc1)c2ccccc2	Training	1
70	-	[O-][N+](=NC)C	Training	1
71	-	[O-][N+](=NCCC)CCC	Training	1
72	-	[O-][N+](=NC(C)C)C(C)C	Training	1
73	-	[N-]=[N+]=NC1CC(OC1(CO))N2C=C(C(=O)NC2(=O))C	Training	1
74	-	O=C1NC(=O)CC(=O)N1	Training	0
75	-	n2cnn3c(nc(c1ccccc1)c(c23)CCOCC)N	Training	1
76	-	O=C(O)c1ccc(cc1)NN=C2C=CC(=O)C(=C2)C(=O)O	Training	0
77	-	O=Cc1ccccc1	Training	0
78	-	c1ccccc1	Training	1
79	-	Nc1ccc(cc1)c2ccc(N)cc2	Training	1
80	-	c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45	Training	1
81	-	o1ccc2ccccc12	Training	1
82	-	n1c(nc(nc1N)c2ccccc2)N	Training	0
83	-	O=C(O)c1ccccc1	Training	0
84	-	O=C(c1ccccc1)C(O)c2ccccc2	Training	0
85	-	n1[nH]nc2ccccc12	Training	0
86	-	O=C(OCc1ccccc1)C	Training	0
87	-	OCc1ccccc1	Training	0
88	-	c1ccc(cc1)CCl	Training	0
89	-	Oc1ccc(cc1Cc2ccccc2)Cl	Training	0
90	-	C(=NCc1ccccc1)=S	Training	0
91	-	N#CSCc1ccccc1	Training	0
92	-	O=C(N)Cc1c([O-])on[n+]1Cc2ccccc2	Training	1
93	-	OCC(CO)(CBr)CBr	Training	1
94	-	O(C(C)CCl)C(C)CCl	Training	0
95	-	O(CCl)CCl	Training	1
96	-	n1cc(cc(c1Oc3ccc(Oc2ncc(cc2Cl)Cl)cc3)Cl)Cl	Training	0
97	-	O=[N+]([O-])c3ccc(c2nc1ccccc1c(n2)N(CCO)CCO)s3	Training	1
98	-	OCCN(c2nc(nc1ccccc12)c3cccs3)CCO	Training	0
99	-	OC(C)CNCC(O)C	Training	0
100	-	Oc1ccc(cc1)C(c2ccc(O)cc2)(C)C	Training	0
101	-	O=C1c3c(N)ccc(N)c3(C(=O)c2c(N)ccc(N)c12)	Training	1
102	-	O=[N+]([O-])c1cc(ccc1(NC))N(CCO)CCO	Training	1
103	-	O=[N+]([O-])c1cc(ccc1(NCCO))N(CCO)CCO	Training	0
104	-	C(Cl)(Cl)Br	Training	1
105	-	CCBr	Training	1
106	-	O=C1C=CC4(C(=C1)CCC3C5CC2OC(OC2(C(=O)CO)C5(C)(CC(O)C34))CCC)(C)	Training	1
107	-	C=CC=C	Training	1
108	-	OC(C)(C)C	Training	1
109	-	O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC)	Training	1
110	-	CCCCCl	Training	0
111	-	O=NN(CCCC)CCCCO	Training	1
112	-	Oc1c(cc(cc1C(C)(C)C)CO)C(C)(C)C	Training	0
113	-	Oc1ccc(cc1C(C)(C)C)C	Training	0
114	-	O=NN(C(=N[N+](=O)[O-])N)CCCC	Training	0
115	-	O=NN(C(=O)N)CCCC	Training	1
116	-	Oc1c(cc(cc1C(C)(C)C)C)C(C)(C)C	Training	0
117	-	Oc1ccc(cc1)C(C)(C)C	Training	0
118	-	O=C(N)NCCCC	Training	0
119	-	O=C1OC(C)C1	Training	1
120	-	O=C1OCCC1	Training	0
121	-	O=C(O)C=Cc1ccc(O)c(O)c1	Training	1
122	-	O=C2c1c(ncn1C)N(C(=O)N2C)C	Training	0
123	-	O=C(OC(OC(=O)c2cccc1nc(OCC)n(c12)Cc3ccc(cc3)c5ccccc5(c4nn[nH]n4))C)OC6CCCCC6	Training	0
124	-	O=C1NCCCCC1	Training	0
125	-	O=C1N(C(=O)C2CC=CCC12)SC(C(Cl)Cl)(Cl)Cl	Training	1
126	-	O=C(Oc1cccc2ccccc12)NC	Training	1
127	-	C(Cl)(Cl)(Cl)Cl	Training	1
128	-	O=NN(C(=O)N)CC(=O)O	Training	1
129	-	O=C(N)NC(=O)C(CC)(CC)Br	Training	0
130	-	C(=CC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)C=C(C=CC=C(C=CC2=C(C)CCCC2(C)C)C)C	Training	0
131	-	Oc1ccccc1(O)	Training	1
132	-	O=C(Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C)N(CC)CC	Training	0
133	-	O=C(O)c1cc(cc(N)c1Cl)Cl	Training	0
134	-	O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl	Training	1
135	-	O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Cl)Cl	Training	0
136	-	C2(=C(C3(C1C(CC(C1Cl)Cl)C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Training	0
137	-	O=C(O)C1C(C(=O)O)C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl	Training	1
138	-	O(c1ccc(N)cc1)c2ccc(cc2)Cl	Training	1
139	-	O=C1OC(O)C(=C1Cl)C(Cl)Cl	Training	1
140	-	O=C(O)c1cc(ccc1Cl)S(=O)(=O)N2CC(C)CC(C)C2	Training	1
141	-	O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])Cl	Training	0
142	-	O=[N+]([O-])c1ccccc1Cl	Training	0
143	-	O=[N+]([O-])c1ccc(cc1)Cl	Training	0
144	-	Nc1ccc(c(N)c1)Cl	Training	1
145	-	Nc1ccc(cc1(N))Cl	Training	1
146	-	Nc1ccc(c(c1)Cl)C	Training	0
147	-	Nc1cc(ccc1C)Cl	Training	0
148	-	FC(F)(F)CCl	Training	1
149	-	O=C(O)CSc1nc(cc(n1)Cl)Nc2cccc(c2C)C	Training	1
150	-	O=C(NCCO)CSc1nc(cc(n1)Cl)Nc2cccc(c2C)C	Training	1
151	-	O=C(c1ccccc1)CCl	Training	0
152	-	O=C(Nc1ccc(cc1)C(=O)CCl)C	Training	0
153	-	Nc1ccc(cc1)Cl	Training	0
154	-	N#CC(C#N)=Cc1ccccc1Cl	Training	0
155	-	c1ccc(cc1)Cl	Training	1
156	-	O=C(OCC)C(O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	0
157	-	C(Cl)(Br)Br	Training	0
158	-	FC(F)Cl	Training	0
159	-	CCCl	Training	0
160	-	FCCl	Training	1
161	-	O(C)CCl	Training	1
162	-	O=C(Nc1ccc(cc1)Cl)N(C)C	Training	1
163	-	n1nc4n(c1C)c3c(cc(CCc2ccc(cc2)CC(C)C)s3)C(=NC4C)c5ccccc5Cl	Training	0
164	-	O=C(OC(C#C)(c1ccccc1)c2ccc(cc2)Cl)N	Training	1
165	-	c1cc(ccc1Cl)Sc2cc(c(cc2Cl)Cl)Cl	Training	0
166	-	C=CC(=C)Cl	Training	1
167	-	N#Cc1c(c(C#N)c(c(c1Cl)Cl)Cl)Cl	Training	1
168	-	O=NN(C(=O)NC1C(O)OC(CO)C(O)C1(O))CCCl	Training	1
169	-	O=C(NCCC)NS(=O)(=O)c1ccc(cc1)Cl	Training	0
170	-	O=C1c3cccc(O)c3(C(=O)c2c(O)cccc12)	Training	1
171	-	N#CNC(=NC)NCCSCc1nc[nH]c1C	Training	0
172	-	O=C(O)C(Oc1ccc(cc1)C2CC2(Cl)Cl)(C)C	Training	1
173	-	O=C(O)CC(O)(C(=O)O)CC(=O)O	Training	0
174	-	O=C2C1=COC(C)C(C1=C(C(=O)C2(=C(O)O))C)C	Training	1
175	-	O=C(O)C(OCc1ccc(cc1)c2ccc(cc2)Cl)(C)C	Training	0
176	-	O=C(OCC)C(Oc1ccc(cc1)Cl)(C)C	Training	1
177	-	OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4)	Training	0
178	-	O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(NC)	Training	0
179	-	O=C3N=C(c1cccc(O)c1)c2ccc(cc2N3C(C)C)C	Training	0
180	-	O=C2Oc1cc(OP(OCC)(OCC)=S)ccc1C(=C2Cl)C	Training	0
181	-	O(c1ccc(N)c(c1)C)C	Training	1
182	-	O(c1ccc(cc1(N))C)C	Training	1
183	-	O=CC=CC	Training	1
184	-	N#CN=C(N)N	Training	0
185	-	N=C1N=C2OC3C(O)C(OC3(N2(C=C1)))CO	Training	0
186	-	OCC8OC7OC1C(O)C(O)C(OC1(CO))OC2C(O)C(O)C(OC2(CO))OC3C(O)C(O)C(OC3(CO))OC4C(O)C(O)C(OC4(CO))OC5C(O)C(O)C(OC5(CO))OC6C(O)C(O)C(OC6(CO))OC8(C(O)C7(O))	Training	0
187	-	O=C1CCCCC1	Training	0
188	-	ON=C1CCCC1	Training	1
189	-	O=P1(OCCCN1)N(CCCl)CCCl	Training	1
190	-	O=C1NC(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C(C(=O)NC(C(=O)N(C)CC(=O)N(C)C(C(=O)NC(C(=O)N(C)C(C(=O)NC1C)CC(C)C)C(C)C)CC(C)C)CC)C(O)C(C)CC=CC)C(C)C)CC(C)C)CC(C)C)C	Training	0
191	-	O=C(N)C1=NC=NC1(=NNN(C)C)	Training	1
192	-	O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2	Training	1
193	-	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)Cl)Cl	Training	0
194	-	c1cc(ccc1C(c2ccc(cc2)Cl)=C(Cl)Cl)Cl	Training	0
195	-	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)(Cl)Cl)Cl	Training	1
196	-	O(c1c(c(c(c(c1Br)Br)Br)Br)Br)c2c(c(c(c(c2Br)Br)Br)Br)Br	Training	1
197	-	O=C(OCC(=O)C35(N=C(OC5(CC2C4CCC1=CC(=O)C=CC1(C)C4(C(O)CC23(C))))C))C	Training	0
198	-	O=C2CCC3C4CC=C1CC(O)CCC1(C)C4(CCC23(C))	Training	1
199	-	O=C(OC3CC2=CCC1C4CCC(=O)C4(C)(CCC1C2(C)CC3))C	Training	1
200	-	N#CC(OC(=O)C1C(C=C(Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	0
201	-	O=C(OC3CC4CN2CCc1c5ccccc5([nH]c1C2CC4(C(C(=O)OC)C3(OC))))c6cc(OC)c(OC)c(OC)c6	Training	0
202	-	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)CO)C4(C)(CC(O)C23(F)))(C)	Training	0
203	-	O=C(N(c3cccc2c1ccccc1Cc23)C(=O)C)C	Training	1
204	-	O=C(OCC=C)c1ccccc1(C(=O)OCC=C)	Training	0
205	-	O=NN(CC=C)CC=C	Training	1
206	-	O=[N+]([O-])c1oc(cc1)c2nc(nc(n2)N)N	Training	1
207	-	Nc1ccc(c(N)c1)C	Training	1
208	-	O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)C	Training	0
209	-	n1c(OP(OCC)(OCC)=S)cc(nc1C(C)C)C	Training	0
210	-	O1c3ccccc3(Oc2ccccc12)	Training	0
211	-	o2c1ccccc1c3ccc(N)cc23	Training	1
212	-	C(C(CBr)Br)Cl	Training	1
213	-	OC(CBr)C(O)C(O)C(O)CBr	Training	1
214	-	C(CBr)Br	Training	1
215	-	n1cccc2c1cc(cc2Br)Br	Training	0
216	-	O=NN(C(=O)NCCCC)CCCC	Training	1
217	-	FC(C)(Cl)Cl	Training	1
218	-	Nc1cc(c(N)c(c1)Cl)Cl	Training	0
219	-	O=C(O)C(Cl)Cl	Training	1
220	-	C(#CCl)Cl	Training	1
221	-	c1ccc(c(c1)Cl)Cl	Training	0
222	-	c1cc(ccc1Cl)Cl	Training	1
223	-	Nc1ccc(cc1Cl)c2ccc(N)c(c2)Cl	Training	1
224	-	O1c3ccc(cc3(Oc2ccc(cc12)Cl))Cl	Training	0
225	-	FC(F)(Cl)Cl	Training	0
226	-	CC(Cl)Cl	Training	0
227	-	C(CCl)Cl	Training	1
228	-	Oc1ccc(cc1Cl)Cl	Training	0
229	-	O=C(O)COc1ccc(cc1Cl)Cl	Training	0
230	-	CC(CCl)Cl	Training	0
231	-	O=P(OC=C(Cl)Cl)(OC)OC	Training	1
232	-	OC(c1ccc(cc1)Cl)(c2ccc(cc2)Cl)C(Cl)(Cl)Cl	Training	0
233	-	N(C(NC1CCCCC1)=S)C2CCCCC2	Training	0
234	-	O3C4CC5C2CC(C1OC12)C5(C34)	Training	0
235	-	O1C2C1C3C4C2C5C3C6(C4(C(C5(C6(Cl)Cl)Cl)Cl)Cl)Cl	Training	0
236	-	O1CC1C2OC2	Training	0
237	-	n1c(OP(OCC)(OCC)=S)c(cc(c1Cl)Cl)Cl	Training	0
238	-	O=C(N(CC)CC)C	Training	1
239	-	O=C(NC(=O)C)N(CC)CC	Training	0
240	-	OCCOCCO	Training	1
241	-	O=CN(CC)CC	Training	0
242	-	O=C(OCC)C=CC(=O)OCC	Training	0
243	-	Oc1ccc(cc1)C(=C(c2ccc(O)cc2)CC)CC	Training	1
244	-	N(C(NCC)=S)CC	Training	1
245	-	O=C(O)C(N)(CCCN)C(F)F	Training	0
246	-	O(c2cccc(OCC1OC1)c2)CC3OC3	Training	1
247	-	O=C1NC(=NCN1C2OC(CO)C(O)C2(O))N	Training	0
248	-	O=C1NC(Nc2ccccc12)c3ccc([N+](=O)[O-])s3	Training	1
249	-	O=NN1OCC=CC1	Training	1
250	-	O=C2Oc1ccccc1CC2	Training	1
251	-	O1c2ccc(cc2(OC1))CCC	Training	1
252	-	O=C1OC(C(=O)N1)(C)C	Training	0
253	-	O=C(NC)CSP(OC)(OC)=S	Training	0
254	-	O=C(OC1OC(OC(C)C1)C)C	Training	1
255	-	O(c2ccc(OC)c(C=Cc1ccc(N)cc1)c2)C	Training	1
256	-	O=C=Nc1ccc(cc1(OC))c2ccc(N=C=O)c(OC)c2	Training	1
257	-	O=C2Oc1cc(OC)cc(OC)c1C3=C2CCC3	Training	0
258	-	O=C2Oc1cc(OC)cc(OC)c1C=3C(=O)CCC2=3	Training	0
259	-	O=C2Oc1cc(OC)cc(OC)c1C3=C2C(=O)CC3	Training	0
260	-	O=C1c5c(O)cc(OC)c(OC)c5(Oc3c1c(OC)cc2OC4OC=CC4(c23))	Training	1
261	-	O=C(NCCSP(OC)(OC)=S)C	Training	0
262	-	N(=Nc1ccc(cc1)N(C)C)c2ccccc2	Training	1
263	-	O=NN(C(=O)c1ccccc1(C(=O)N(N=O)C))C	Training	0
264	-	O=[P+](OC)OC	Training	1
265	-	O=P(OC)(OC)N1CCOCC1	Training	1
266	-	O=[N+]([O-])c1oc(cc1)c2nc(cc(n2)C)C	Training	1
267	-	O=[N+]([O-])c1cnc(n1C)C	Training	1
268	-	O=C(OC)c1ccc(cc1)C(=O)OC	Training	0
269	-	O=C(N(C)C)C	Training	0
270	-	O=[N+]([O-])c2oc(C=Cc1nnc(o1)NCN(C)C)cc2	Training	1
271	-	c1ccc(cc1)N(C)C	Training	1
272	-	O=C1NC(=O)C(C(=O)N1)(C)C	Training	0
273	-	[O-][N+](C)(C)CCCCCCCCCCCC	Training	0
274	-	O=CN(C)C	Training	0
275	-	NN(C)C	Training	0
276	-	O=[N+]([O-])c1oc(cc1)c2nc(NN(C)C)sc2	Training	1
277	-	O=[N+]([O-])N(C)C	Training	1
278	-	C(=C(C)C)Cl	Training	1
279	-	O=[N+]([O-])c1cc(c(OS(=O)(=O)C)c(c1)C(C)(C)C)[N+](=O)[O-]	Training	0
280	-	O=NN1CCN(N=O)CCC1	Training	1
281	-	O=[N+]([O-])c1cccc(c1C)[N+](=O)[O-]	Training	1
282	-	O1CCOCC1	Training	1
283	-	O1CCOC(C1SP(OCC)(OCC)=S)SP(OCC)(OCC)=S	Training	0
284	-	O=NN(CCCCC)CCCCC	Training	1
285	-	c1ccc(cc1)Nc2ccc(cc2)Nc3ccccc3	Training	0
286	-	O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3	Training	0
287	-	NC(NNC(N)=S)=S	Training	0
288	-	NC(C(N)=S)=S	Training	0
289	-	O=C1OC(C(OCC(=O)CCCCCCCCCCCC)=C1(O))C(O)CO	Training	0
290	-	O=C(O)C(N)Cc1ccc(O)c(O)c1	Training	0
291	-	O=C1N(c3ccc(cc3(C(=NC1(O))c2ccccc2(F)))Cl)CCO	Training	0
292	-	O=C1Oc3c(O)c(O)cc4C(=O)Oc2c(O)c(O)cc1c2c34	Training	0
293	-	O1C2C1C3CC2C4C3C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl	Training	0
294	-	O1CC1CCl	Training	1
295	-	O1CC1CC	Training	1
296	-	n1nc2n(c1)c4ccc(cc4(C(=NC2)c3ccccc3))Cl	Training	0
297	-	O=C(Oc1ccc2c(c1)CCC4C2CCC5(C)(C(OC(=O)Cc3ccc(cc3)N(CCCl)CCCl)CCC45))Cc6ccc(cc6)N(CCCl)CCCl	Training	0
298	-	C#CC3(O)(CCC2C4CCc1cc(O)ccc1C4(CCC23(C)))	Training	1
299	-	O=C(O)C(N)CCSCC	Training	1
300	-	O=C(N)Nc1ccc(OCC)cc1	Training	1
301	-	O(c1ccc2NC(C=C(c2(c1))C)(C)C)CC	Training	0
302	-	O=C(OCC)C=C	Training	1
303	-	OCC	Training	1
304	-	[O-][N+](=NCC)CC	Training	1
305	-	[O-][N+](=NC)CC	Training	1
306	-	O=C(O)C(N)CSCC	Training	0
307	-	c1cc(ccc1CC)C(c2ccc(cc2)CC)C(Cl)Cl	Training	0
308	-	O=C(OCC)C2OC2(c1ccccc1)(C)	Training	0
309	-	O=C1OC(C(OCC)=C1(O))C(O)CO	Training	0
310	-	c1ccc(cc1)CC	Training	1
311	-	O1CC1	Training	1
312	-	N1C(NCC1)=S	Training	1
313	-	O1CC1C2CCC3OC3(C2)	Training	0
314	-	OCC(CC)CCCC	Training	0
315	-	O=C(OCC(CC)CCCC)CCCCC(=O)OCC(CC)CCCC	Training	0
316	-	O=C(OCC(CC)CCCC)c1ccccc1(C(=O)OCC(CC)CCCC)	Training	1
317	-	O=NN(C(=O)NCCO)CC	Training	1
318	-	O=NN(C(=O)NCC(=O)C)CC	Training	1
319	-	N#CN(N=O)CC	Training	1
320	-	O=C(N)NC(=O)C(c1ccccc1)CC	Training	0
321	-	O=C(OC4C=C3CCC2C(CCC1(C)(C2(CCC1(C#C)(OC(=O)C))))C3CC4)C	Training	0
322	-	O=C(O)CC2(OCCc1c3cccc(c3([nH]c12))CC)CC	Training	0
323	-	Oc1ccc(cc1(OC))CC=C	Training	0
324	-	O(c1ccc(c(c1)C)SC)P(OC)(OC)=S	Training	0
325	-	N#CC(OC(=O)C(c1ccc(cc1)Cl)C(C)C)c3cccc(Oc2ccccc2)c3	Training	0
326	-	Fc1ccc(c(F)c1)C(O)(Cn2ncnc2)Cn3ncnc3	Training	1
327	-	O=C(Nc1cccc(c1)C(F)(F)F)N(C)C	Training	0
328	-	O=C(Nc2ccc3c1ccccc1Cc3(c2))C(F)(F)F	Training	1
329	-	O=C(Nc1ccc(cc1)c2ccc(F)cc2)C	Training	1
330	-	O=NN(C(=O)N)CCF	Training	1
331	-	O=C1NC=C(F)C(=O)N1	Training	0
332	-	O=C(O)CC(O)CC(O)C=Cc3c(c1ccc(F)cc1)c2ccccc2n3C(C)C	Training	1
333	-	O=C	Training	1
334	-	O=CNNc1nc(cs1)c2occc2	Training	0
335	-	O=CNNc1nc(cs1)C	Training	1
336	-	O=CNNc1nc(cs1)c2oc(cc2)[N+](=O)[O-]	Training	1
337	-	O=CNNC(N)=S	Training	0
338	-	O=C(O)CC(C(=O)O)CC(=O)OC(CC(C)CCC)C(OC(=O)CC(C(=O)O)CC(=O)O)CC(C)CC(O)CCCCC(O)CC(O)C(N)C	Training	1
339	-	O=C(N)NN=Cc1occc1	Training	0
340	-	o1cccc1	Training	1
341	-	O=Cc1occc1	Training	1
342	-	O=C(O)c2cc(c(cc2(NCc1occc1))Cl)S(=O)(=O)N	Training	0
343	-	O=C(OC2C(O)C4OC1C=C(C(=O)C(O)C1(CO)C2(C)C34(OC3))C)C	Training	0
344	-	O=C(O)c1cc(O)c(O)c(O)c1	Training	0
345	-	OCC(C)(C)CCCCCCC(C)(C)CO	Training	0
346	-	O=C(O)C(C)(C)CCCOc1cc(ccc1C)C	Training	0
347	-	n1c(N)ccc2nc3c(cccn3(c12))C	Training	1
348	-	n2c(N)ccc3nc1ccccn1c23	Training	1
349	-	OCC(O)CCl	Training	0
350	-	O=CC1OC1	Training	0
351	-	OCC1OC1	Training	1
352	-	O=C(O)CN	Training	1
353	-	O=C(O)C4(C)(CCC5(C)(CCC2(C(=CC(=O)C1C3(C)(CCC(O)C(C)(C)C3(CCC12(C))))C5(C4))(C)))	Training	0
354	-	Oc4ccc2c(OCC3(O)(Cc1cc(O)c(O)cc1C23))c4(O)	Training	1
355	-	C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	0
356	-	N1CCCCCCC1	Training	0
357	-	NCCCCCCC	Training	0
358	-	c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl	Training	1
359	-	C(C(=C(Cl)Cl)Cl)(=C(Cl)Cl)Cl	Training	1
360	-	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	Training	1
361	-	C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl	Training	0
362	-	C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl	Training	1
363	-	Oc1c(cc(c(c1Cc2c(O)c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	0
364	-	N12(CN3CN(C1)CN(C2)C3)	Training	0
365	-	OCN(c1nc(nc(n1)N(CO)CO)N(CO)CO)CO	Training	1
366	-	O=P(N(C)C)(N(C)C)N(C)C	Training	1
367	-	O=C(N)CCCCC	Training	0
368	-	Oc1c(cc(OCCCCCC)c(c1C)C)C	Training	0
369	-	O=NN(C(=O)N)CCCCCC	Training	1
370	-	Oc1ccc(c(O)c1)CCCCCC	Training	0
371	-	n1c(csc1NN)c2ccc(N)cc2	Training	1
372	-	O=[N+]([O-])c1oc(cc1)c2nc(NN)sc2	Training	1
373	-	O=[N+]([O-])c1ccc(cc1)c2nc(NN)sc2	Training	1
374	-	n1c(csc1NN)c2ccccc2	Training	0
375	-	c1ccc(cc1)NNc2ccccc2	Training	1
376	-	FC(F)(F)C(Cl)Cl	Training	1
377	-	O=S(=O)(N)c1cc2c(cc1Cl)NCNS2(=O)(=O)	Training	0
378	-	O=C3C=C2CCC1C4CCC(O)(C(=O)CO)C4(C)(CC(O)C1C2(C)CC3)	Training	0
379	-	n1cccc3c1ccc2c3(nc(N)n2C)	Training	1
380	-	O=C1OC2CC[N+]3([O-])(CC=C(COC(=O)C(O)(CO)C(C)CC1(=CC))C23)	Training	1
381	-	C=C(C)C	Training	1
382	-	O=NOCC(C)C	Training	1
383	-	O=NN(C(=N[N+](=O)[O-])N)CC(C)C	Training	0
