ID	CAS	SMILES	STATUS	EXP_VALUE
41	N.A.	CC(C)(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)NC=O	TRAINING	1
42	N.A.	O=C([O-])CCCc1ccccc1	TRAINING	1
43	N.A.	COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1	TRAINING	1
44	N.A.	CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1	TRAINING	0
45	N.A.	CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1	TRAINING	1
46	N.A.	CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1	TRAINING	1
47	N.A.	NC(=O)CCC(N)C(=O)O	TRAINING	0
48	N.A.	CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C	TRAINING	0
49	N.A.	NCCCNCCSP(=O)(O)O	TRAINING	1
50	N.A.	Cn1cc(-c2cc3c(N4CCN(c5ncc(C(C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1	TRAINING	1
51	N.A.	O=C(NN1C(=O)C2C3C=CC(C4CC34)C2C1=O)c1ccc(C(F)(F)F)cc1	TRAINING	0
52	N.A.	CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O	TRAINING	0
53	N.A.	CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	TRAINING	1
54	N.A.	CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O	TRAINING	0
55	N.A.	CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1	TRAINING	1
56	N.A.	O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1	TRAINING	0
57	N.A.	NC(Cc1ccc(O)cc1)C(=O)O	TRAINING	1
58	N.A.	Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1	TRAINING	0
59	N.A.	CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O	TRAINING	1
60	N.A.	C#CCN(C)C(C)Cc1ccccc1	TRAINING	1
61	N.A.	O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1	TRAINING	1
62	N.A.	COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12	TRAINING	1
63	N.A.	CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1	TRAINING	0
64	N.A.	CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1	TRAINING	1
65	N.A.	NNCCc1ccccc1	TRAINING	1
66	N.A.	COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1	TRAINING	0
67	N.A.	O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1	TRAINING	1
68	N.A.	Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1	TRAINING	1
69	N.A.	COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O	TRAINING	1
70	N.A.	CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1	TRAINING	1
71	N.A.	COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4	TRAINING	1
72	N.A.	CCCN(CCC)CCc1cccc2c1CC(=O)N2	TRAINING	1
73	N.A.	CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1	TRAINING	0
74	N.A.	O=C1C2C3CCC(C3)C2C(=O)N1CC1CCCCC1CN1CCN(c2nsc3ccccc23)CC1	TRAINING	1
75	N.A.	CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1	TRAINING	0
76	N.A.	CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1	TRAINING	1
77	N.A.	O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1	TRAINING	0
78	N.A.	Nc1ccn(C2CSC(CO)O2)c(=O)n1	TRAINING	0
79	N.A.	CC(=O)Nc1nnc(S(N)(=O)=O)s1	TRAINING	0
80	N.A.	CC(Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1	TRAINING	0
81	N.A.	NC(=O)OC(Cn1ncnn1)c1ccccc1Cl	TRAINING	1
82	N.A.	CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12	TRAINING	1
83	N.A.	O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21	TRAINING	1
84	N.A.	CCC1(c2ccccc2)C(=O)NCNC1=O	TRAINING	0
85	N.A.	CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12	TRAINING	0
86	N.A.	O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)([O-])[O-]	TRAINING	1
87	N.A.	C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1	TRAINING	1
88	N.A.	CC(Cc1ccccc1)N(C)Cc1ccccc1	TRAINING	1
89	N.A.	Cn1c(=O)c2c(ncn2C)n(C)c1=O	TRAINING	1
90	N.A.	CN(C)CCC=C1c2ccccc2COc2ccccc21	TRAINING	1
91	N.A.	CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21	TRAINING	1
92	N.A.	CN1CCC(NC(=O)Nc2ccc(C#N)cc2)CC1c1nc2ccccc2[nH]1	TRAINING	1
93	N.A.	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	TRAINING	1
94	N.A.	CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12	TRAINING	1
95	N.A.	COc1cccc(N2CCN(C3=Nc4c(F)cccc4C(CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1	TRAINING	1
96	N.A.	NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O	TRAINING	1
97	N.A.	O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1	TRAINING	0
98	N.A.	NNc1nncc2ccccc12	TRAINING	1
99	N.A.	C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C	TRAINING	1
100	N.A.	O=C([O-])CCNC(=O)c1ccc(N=Nc2ccc([O-])c(C(=O)O)c2)cc1	TRAINING	1
101	N.A.	C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C	TRAINING	1
102	N.A.	CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1	TRAINING	1
103	N.A.	O=C(O)C1(C(=O)O)CCC1	TRAINING	1
104	N.A.	CCC(Nc1ncnc2nc[nH]c12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1	TRAINING	0
105	N.A.	CN(C)C(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1	TRAINING	1
106	N.A.	CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	TRAINING	1
107	N.A.	CNC1(c2ccccc2Cl)CCCCC1=O	TRAINING	1
108	N.A.	O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1	TRAINING	1
109	N.A.	CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1	TRAINING	1
110	N.A.	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	TRAINING	1
111	N.A.	CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1	TRAINING	1
112	N.A.	CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1	TRAINING	1
113	N.A.	CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O	TRAINING	0
114	N.A.	CCC1(C)CC(=O)NC1=O	TRAINING	0
115	N.A.	Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1	TRAINING	1
116	N.A.	CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1	TRAINING	1
117	N.A.	Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1	TRAINING	1
118	N.A.	CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1	TRAINING	1
119	N.A.	Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)CN2	TRAINING	0
120	N.A.	O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12	TRAINING	1
121	N.A.	CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1	TRAINING	0
122	N.A.	CC(O)=C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1	TRAINING	1
123	N.A.	CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO	TRAINING	1
124	N.A.	O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	TRAINING	1
125	N.A.	Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1	TRAINING	1
126	N.A.	O=C(O)c1cccnc1	TRAINING	1
127	N.A.	CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	TRAINING	1
128	N.A.	CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)[O-]	TRAINING	0
129	N.A.	Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1	TRAINING	1
130	N.A.	OCC1OC(n2cnc3c2NC=NCC3O)CC1O	TRAINING	1
131	N.A.	CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O	TRAINING	0
132	N.A.	O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1	TRAINING	0
133	N.A.	CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1	TRAINING	0
134	N.A.	CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1	TRAINING	1
135	N.A.	CC(Cc1ccccc1)NC(=O)C(N)CCCCN	TRAINING	1
136	N.A.	CCN(CC)CCOC(=O)c1ccc(N)cc1	TRAINING	1
137	N.A.	CCCN=C1SC(=Cc2ccc(OCC(O)CO)c(Cl)c2)C(=O)N1c1ccccc1C	TRAINING	1
138	N.A.	C#CCNC1CCc2ccccc21	TRAINING	1
139	N.A.	Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1	TRAINING	1
140	N.A.	CC1=NS(=O)(=O)c2cc(Cl)ccc2N1	TRAINING	1
141	N.A.	OCC1OC(c2ccc(Cl)c(Cc3ccc(OC4CCOC4)cc3)c2)C(O)C(O)C1O	TRAINING	0
142	N.A.	NC(CO)(CO)CO	TRAINING	0
143	N.A.	COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	TRAINING	1
144	N.A.	CNC(C)C(O)c1ccccc1	TRAINING	1
145	N.A.	Nc1ccc(C(=O)O)c(O)c1	TRAINING	1
146	N.A.	CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3	TRAINING	1
147	N.A.	COCC(NC(C)=O)C(=O)NCc1ccccc1	TRAINING	1
148	N.A.	Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(=O)NO)cc1	TRAINING	1
149	N.A.	Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2	TRAINING	0
150	N.A.	O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1	TRAINING	1
151	N.A.	C[N+]1(CC2CC2)CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	TRAINING	1
152	N.A.	CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1	TRAINING	1
153	N.A.	Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br	TRAINING	1
154	N.A.	COC1(C(=O)NC(C)c2ccc(-n3cc(F)cn3)nc2)CCC(c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1	TRAINING	1
155	N.A.	CC(S)C(=O)NCC(=O)O	TRAINING	1
156	N.A.	CC(C)(N)Cc1ccc(Cl)cc1	TRAINING	1
157	N.A.	CC12CC3CC(C)(C1)CC(N)(C3)C2	TRAINING	1
158	N.A.	NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12	TRAINING	1
159	N.A.	O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1	TRAINING	1
160	N.A.	OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1	TRAINING	1
161	N.A.	Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1	TRAINING	0
162	N.A.	Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C	TRAINING	1
163	N.A.	COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1	TRAINING	1
164	N.A.	CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O	TRAINING	0
165	N.A.	CNCCCC1c2ccccc2C=Cc2ccccc21	TRAINING	1
166	N.A.	O=NN(CCCl)C(=O)NC1CCCCC1	TRAINING	0
167	N.A.	C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1	TRAINING	1
168	N.A.	CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12	TRAINING	1
169	N.A.	COc1ccc(OC)c(C(O)CNC(=O)CN)c1	TRAINING	1
170	N.A.	O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1	TRAINING	1
171	N.A.	O=C([O-])CCCO	TRAINING	0
172	N.A.	CCOc1ccccc1OCC1CNCCO1	TRAINING	1
173	N.A.	COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21	TRAINING	0
174	N.A.	CCOC(=O)c1cncn1C(C)c1ccccc1	TRAINING	1
175	N.A.	CC(=O)Oc1ccccc1C(=O)O	TRAINING	0
176	N.A.	CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1	TRAINING	1
177	N.A.	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	TRAINING	1
178	N.A.	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	TRAINING	1
179	N.A.	C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O	TRAINING	0
180	N.A.	CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	TRAINING	1
181	N.A.	CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O	TRAINING	0
182	N.A.	CNC(C)Cc1ccccc1	TRAINING	1
183	N.A.	O=C([O-])P(=O)([O-])[O-]	TRAINING	1
184	N.A.	O=c1[nH]cnc2[nH]ncc12	TRAINING	1
185	N.A.	CC(Oc1c(Cl)cccc1Cl)C1=NCCN1	TRAINING	1
186	N.A.	CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F	TRAINING	1
187	N.A.	Cc1c(C(=O)Nc2ccc(N3CC(C)OC(C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1	TRAINING	0
188	N.A.	O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1	TRAINING	1
189	N.A.	CN(C)CCC=C1c2ccccc2CCc2ccccc21	TRAINING	1
190	N.A.	Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O	TRAINING	1
191	N.A.	Nc1nc(=S)c2[nH]cnc2[nH]1	TRAINING	0
192	N.A.	CCCNC1CCc2nc(N)sc2C1	TRAINING	1
193	N.A.	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21	TRAINING	1
194	N.A.	CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21	TRAINING	1
195	N.A.	Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O	TRAINING	1
196	N.A.	CCN(CC)C(=S)SSC(=S)N(CC)CC	TRAINING	0
197	N.A.	CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12	TRAINING	1
198	N.A.	CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F	TRAINING	1
199	N.A.	O=C(CCCCCCC(=O)Nc1ccccc1)NO	TRAINING	1
200	N.A.	Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1	TRAINING	1
201	N.A.	C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1	TRAINING	1
202	N.A.	CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F	TRAINING	0
203	N.A.	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O	TRAINING	1
204	N.A.	CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)[O-])c2ccccc2)C(=O)C1=O	TRAINING	0
205	N.A.	CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	TRAINING	0
206	N.A.	Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2	TRAINING	1
207	N.A.	Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1	TRAINING	1
208	N.A.	Cc1ccc(C2OC(CO)C(O)C(O)C2O)cc1Cc1ccc(-c2ccc(F)cc2)s1	TRAINING	0
209	N.A.	Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1	TRAINING	1
210	N.A.	CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4CC3CC12	TRAINING	1
211	N.A.	CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC	TRAINING	1
212	N.A.	CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1	TRAINING	1
213	N.A.	Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1	TRAINING	1
214	N.A.	NC(=O)OCC(N)Cc1ccccc1	TRAINING	1
215	N.A.	Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1	TRAINING	0
216	N.A.	Nc1nc2ccc(OC(F)(F)F)cc2s1	TRAINING	1
217	N.A.	C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1	TRAINING	1
218	N.A.	CCOC(=O)NC1CCC2C(C1)CC1C(=O)OC(C)C1C2C=Cc1ccc(-c2cccc(F)c2)cn1	TRAINING	0
219	N.A.	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C	TRAINING	0
220	N.A.	O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl	TRAINING	1
221	N.A.	C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12	TRAINING	1
222	N.A.	CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2	TRAINING	1
223	N.A.	CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1	TRAINING	0
224	N.A.	CCC(CC)C(NC(C)=O)C1C(N=C(N)N)CC(C(=O)O)C1O	TRAINING	0
225	N.A.	CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12	TRAINING	1
226	N.A.	CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC	TRAINING	1
227	N.A.	CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O	TRAINING	1
228	N.A.	CN1CCN2c3ncccc3Cc3ccccc3C2C1	TRAINING	1
229	N.A.	CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1	TRAINING	0
230	N.A.	O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1	TRAINING	1
231	N.A.	CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2	TRAINING	0
232	N.A.	Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2	TRAINING	1
233	N.A.	O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F	TRAINING	1
234	N.A.	CC1OC2(CS1)CN1CCC2CC1	TRAINING	1
235	N.A.	CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)([O-])[O-]	TRAINING	1
236	N.A.	O=C(C=Cn1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1	TRAINING	1
237	N.A.	CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O	TRAINING	0
238	N.A.	OCC1OC(O)C(F)C(O)C1O	TRAINING	0
239	N.A.	Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	TRAINING	1
240	N.A.	CC(C)CN(CC(OP(=O)([O-])[O-])C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1	TRAINING	1
241	N.A.	CC1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21	TRAINING	1
242	N.A.	CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21	TRAINING	1
243	N.A.	CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NCCO)no2)cc1C#N	TRAINING	1
244	N.A.	Cc1cccc(Nc2ccccc2C(=O)O)c1C	TRAINING	1
