No.	CAS	SMILES	Status	CARC
88	54150-69-5	O(c1ccc(N)c(OC)c1)C	Training	0
89	121-14-2	O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])C	Training	1
90	78-34-2	O1CCOC(C1SP(OCC)(OCC)=S)SP(OCC)(OCC)=S	Training	0
91	72-20-8	O1C2C1C3CC2C4C3C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl	Training	0
92	75-47-8	C(I)(I)I	Training	0
93	434-13-9	O=C(O)CCC(C)C2CCC3C4CCC1CC(O)CCC1(C)C4(CCC23(C))	Training	0
94	1634-78-2	O=C(OCC)CC(C(=O)OCC)SP(=O)(OC)OC	Training	0
95	121-75-5	O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S	Training	0
96	72-43-5	O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C	Training	0
97	298-00-0	O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1	Training	0
98	1465-25-4	NCCNc2cccc1ccccc12	Training	0
99	619-17-0	O=C(O)c1ccc(cc1(N))[N+](=O)[O-]	Training	0
100	86-57-7	O=[N+]([O-])c2cccc1ccccc12	Training	0
101	99-56-9	O=[N+]([O-])c1ccc(N)c(N)c1	Training	0
102	834-28-6	N(C(=NCCc1ccccc1)N)=C(N)N	Training	0
103	624-18-0	Nc1ccc(N)cc1	Training	0
104	89-25-8	O=C1N(N=C(C)C1)c2ccccc2	Training	0
105	103-85-5	NC(Nc1ccccc1)=S	Training	0
106	88-96-0	O=C(N)c1ccccc1(C(=O)N)	Training	0
107	85-44-9	O=C1OC(=O)c2ccccc12	Training	0
108	2783-94-0	O=C3C=Cc1cc(ccc1C3(=NNc2ccc(cc2)S(=O)(=O)O))S(=O)(=O)O	Training	0
109	2438-88-2	O=[N+]([O-])c1c(c(c(OC)c(c1Cl)Cl)Cl)Cl	Training	0
110	97-77-8	C(N(CC)CC)(=S)SSC(N(CC)CC)=S	Training	0
111	1156-19-0	O=C(NN1CCCCCC1)NS(=O)(=O)c2ccc(cc2)C	Training	0
112	64-77-7	O=C(NCCCC)NS(=O)(=O)c1ccc(cc1)C	Training	0
113	6369-59-1	Nc1ccc(N)c(c1)C	Training	0
114	150-38-9	O=C(O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O	Training	0
115	73-22-3	O=C(O)C(N)Cc2c[nH]c1ccccc12	Training	0
116	117-79-3	O=C1c3ccccc3(C(=O)c2cc(N)ccc12)	Training	1
117	17026-81-2	O=C(Nc1ccc(OCC)c(N)c1)C	Training	1
118	82-28-0	O=C1c3ccccc3(C(=O)c2c(N)c(ccc12)C)	Training	1
119	119-34-6	O=[N+]([O-])c1cc(N)ccc1(O)	Training	1
120	121-66-4	O=[N+]([O-])c1cnc(N)s1	Training	1
121	142-04-1	Nc1ccccc1	Training	1
122	134-29-2	O(c1ccccc1(N))C	Training	1
123	103-33-3	N(=Nc1ccccc1)c2ccccc2	Training	1
124	109-69-3	CCCCCl	Training	0
125	156-62-7	N#CN	Training	0
126	57-74-9	C2(=C(C3(C1C(CC(C1Cl)Cl)C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Training	1
127	115-28-6	O=C(O)C1C(C(=O)O)C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl	Training	1
128	20265-96-7	Nc1ccc(cc1)Cl	Training	1
129	510-15-6	O=C(OCC)C(O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	1
130	563-47-3	C=C(C)CCl	Training	1
131	6959-48-4	n1cccc(c1)CCl	Training	1
132	5131-60-2	Nc1ccc(c(N)c1)Cl	Training	1
133	95-83-0	Nc1ccc(cc1(N))Cl	Training	1
134	1897-45-6	N#Cc1c(c(C#N)c(c(c1Cl)Cl)Cl)Cl	Training	1
135	95-74-9	Nc1ccc(c(c1)Cl)C	Training	0
136	3165-93-3	Nc1ccc(cc1C)Cl	Training	1
137	95-79-4	Nc1cc(ccc1C)Cl	Training	1
138	87-29-6	O=C(OCC=Cc1ccccc1)c2ccccc2(N)	Training	1
139	102-50-1	O(c1ccc(N)c(c1)C)C	Training	1
140	120-71-8	O(c1ccc(cc1(N))C)C	Training	1
141	135-20-6	O=NN(O)c1ccccc1	Training	1
142	80-08-0	O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2	Training	1
143	72-55-9	c1cc(ccc1C(c2ccc(cc2)Cl)=C(Cl)Cl)Cl	Training	1
144	1163-19-5	O(c1c(c(c(c(c1Br)Br)Br)Br)Br)c2c(c(c(c(c2Br)Br)Br)Br)Br	Training	1
145	95-80-7	Nc1ccc(c(N)c1)C	Training	1
146	115-32-2	OC(c1ccc(cc1)Cl)(c2ccc(cc2)Cl)C(Cl)(Cl)Cl	Training	1
147	105-55-5	N(C(NCC)=S)CC	Training	1
148	91-93-0	O=C=Nc1ccc(cc1(OC))c2ccc(N=C=O)c(OC)c2	Training	1
149	597-25-1	O=P(OC)(OC)N1CCOCC1	Training	1
150	123-91-1	O1CCOCC1	Training	1
151	1937-37-7	O=S(=O)(O)c5cc6cc(c(N=Nc1ccc(cc1)c3ccc(N=Nc2ccc(N)cc2(N))cc3)c(N)c6(c(O)c5(N=Nc4ccccc4)))S(=O)(=O)O	Training	1
152	2602-46-2	O=C5C(=NNc1ccc(cc1)c2ccc(cc2)NN=C3C(=O)c4c(N)cc(cc4(C=C3S(=O)(=O)O))S(=O)(=O)O)C(=Cc6cc(cc(N)c56)S(=O)(=O)O)S(=O)(=O)O	Training	1
153	16071-86-6	O=C(O)c5cc(N=Nc1ccc(cc1)c2ccc(cc2)NN=C4C(=O)C=CC(=NNc3cc(ccc3(O))S(=O)(=O)O)C4(=O))ccc5(O)	Training	1
154	2475-45-8	O=C1c3c(N)ccc(N)c3(C(=O)c2c(N)ccc(N)c12)	Training	1
155	134-72-5	OC(c1ccccc1)C(NC)C	Training	0
156	76-44-8	C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	1
157	67-72-1	C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl	Training	1
158	122-66-7	c1ccc(cc1)NNc2ccccc2	Training	1
159	78-59-1	O=C1C=C(C)CC(C)(C)C1	Training	1
160	303-34-4	O=C(OC2CCN1CC=C(COC(=O)C(O)(C(OC)C)C(O)(C)C)C12)C(=CC)C	Training	1
161	58-89-9	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	Training	1
162	101-61-1	c1cc(ccc1N(C)C)Cc2ccc(cc2)N(C)C	Training	1
163	129-15-7	O=C2c3ccccc3(C(=O)c1c2(ccc(c1[N+](=O)[O-])C))	Training	1
164	90-94-8	O=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C	Training	1
165	2243-62-1	Nc1cccc2c(N)cccc12	Training	1
166	139-94-6	O=C(Nc1ncc([N+](=O)[O-])s1)NCC	Training	1
167	139-13-9	O=C(O)CN(CC(=O)O)CC(=O)O	Training	1
168	602-87-9	O=[N+]([O-])c3ccc2c1c3(cccc1CC2)	Training	1
169	1777-84-0	O=C(Nc1ccc(OCC)c(c1)[N+](=O)[O-])C	Training	1
170	94-52-0	O=[N+]([O-])c1ccc2[nH]cnc2(c1)	Training	1
171	99-59-2	O=[N+]([O-])c1ccc(OC)c(N)c1	Training	1
172	5307-14-2	O=[N+]([O-])c1cc(N)ccc1(N)	Training	1
173	156-10-5	O=Nc1ccc(cc1)Nc2ccccc2	Training	1
174	99-55-8	O=[N+]([O-])c1ccc(c(N)c1)C	Training	1
175	136-40-3	N(=Nc1ccc(nc1(N))N)c2ccccc2	Training	1
176	3546-10-9	O=C(OC4CC3=CCC1C(CCC2(C)(C(CCC12)C(C)CCCC(C)C))C3(C)CC4)Cc5ccc(cc5)N(CCCl)CCCl	Training	1
177	120-62-7	O=S(CCCCCCCC)C(C)Cc1ccc2OCOc2(c1)	Training	1
178	1955-45-9	O=C1OCC1(C)C	Training	1
179	366-70-1	O=C(NC(C)C)c1ccc(cc1)CNNC	Training	1
180	105-11-3	O=Nc1ccc(cc1)NO	Training	1
181	50-55-5	O=C(OC3CC4CN2CCc1c5ccc(OC)cc5([nH]c1C2CC4(C(C(=O)OC)C3(OC))))c6cc(OC)c(OC)c(OC)c6	Training	1
182	100-42-5	C=Cc1ccccc1	Training	1
183	1596-84-5	O=C(O)CCC(=O)NN(C)C	Training	1
184	95-06-7	C=C(CSC(N(CC)CC)=S)Cl	Training	1
185	127-69-5	O=S(=O)(Nc1onc(c1C)C)c2ccc(N)cc2	Training	0
186	79-34-5	C(C(Cl)Cl)(Cl)Cl	Training	1
187	127-18-4	C(=C(Cl)Cl)(Cl)Cl	Training	1
188	961-11-5	O=P(OC(=CCl)c1cc(c(cc1Cl)Cl)Cl)(OC)OC	Training	1
189	139-65-1	Nc1ccc(cc1)Sc2ccc(N)cc2	Training	1
190	79-00-5	C(C(Cl)Cl)Cl	Training	1
191	88-06-2	Oc1c(cc(cc1Cl)Cl)Cl	Training	1
192	1582-09-8	O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])C(F)(F)F	Training	1
193	137-17-7	Nc1cc(c(cc1C)C)C	Training	1
194	2489-77-2	N(C(N(C)C)=S)C	Training	1
195	126-72-7	O=P(OCC(CBr)Br)(OCC(CBr)Br)OCC(CBr)Br	Training	1
196	100-40-3	C=CC1CC=CCC1	Training	1
197	107-13-1	N#CC=C	Training	1
198	542-88-1	O(CCl)CCl	Training	1
199	107-30-2	O(C)CCl	Training	1
200	75-21-8	O1CC1	Training	1
201	148-82-3	O=C(O)C(N)Cc1ccc(cc1)N(CCCl)CCCl	Training	1
202	92-67-1	Nc1ccc(cc1)c2ccccc2	Training	1
203	494-03-1	c1ccc2cc(ccc2(c1))N(CCCl)CCCl	Training	1
204	434-07-1	O=C1C(=CO)CC4(C)(C(C1)CCC3C4(CCC2(C)(C3(CCC2(O)(C)))))	Training	1
205	56-23-5	C(Cl)(Cl)(Cl)Cl	Training	1
206	107-06-2	C(CCl)Cl	Training	1
207	75-01-4	C=CCl	Training	1
208	121-88-0	O=[N+]([O-])c1ccc(N)c(O)c1	Training	1
209	100-51-6	OCc1ccccc1	Training	0
210	75-27-4	C(Cl)(Cl)Br	Training	1
211	569-61-9	N=C1C=CC(C=C1)=C(c2ccc(N)cc2)c3ccc(N)cc3	Training	1
212	106-46-7	c1cc(ccc1Cl)Cl	Training	1
213	75-09-2	C(Cl)Cl	Training	1
214	120-83-2	Oc1ccc(cc1Cl)Cl	Training	0
215	513-37-1	C(=C(C)C)Cl	Training	1
216	106-88-7	O1CC1CC	Training	1
217	54-31-9	O=C(O)c2cc(c(cc2(NCc1occc1))Cl)S(=O)(=O)N	Training	1
218	5989-27-5	C=C(C)C1CC=C(C)CC1	Training	1
219	24382-04-5	O=CCC=O	Training	1
220	149-30-4	c1ccc2c(c1)NC(=S)S2	Training	1
221	598-55-0	O=C(OC)N	Training	1
222	80-62-6	O=C(OC)C(=C)C	Training	0
223	67-20-9	O=C2NC(=O)CN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	1
224	59-87-0	O=C(N)NN=Cc1oc(cc1)[N+](=O)[O-]	Training	1
225	61-76-7	Oc1cccc(c1)C(O)CNC	Training	0
226	64-75-5	O=C3C(=C(O)N)C(=O)C4(O)(C(=O)C2=C(O)c1c(O)cccc1C(O)(C)C2CC4(C3N(C)C))	Training	0
227	75-25-2	C(Br)(Br)Br	Training	1
228	79-06-1	O=C(N)C=C	Training	1
229	759-73-9	O=NN(C(=O)N)CC	Training	1
230	62-50-0	O=S(=O)(OCC)C	Training	1
231	66-27-3	O=S(=O)(OC)C	Training	1
232	52-24-4	N1(CC1)P(N2CC2)(N3CC3)=S	Training	1
233	68-76-8	O=C1C=C(C(=O)C(=C1N2CC2)N3CC3)N4CC4	Training	1
234	512-56-1	O=P(OC)(OC)OC	Training	1
235	51-75-2	N(C)(CCCl)CCCl	Training	1
236	126-85-2	[O-][N+](C)(CCCl)CCCl	Training	1
237	446-86-6	O=[N+]([O-])c1ncn(c1Sc3ncnc2[nH]cnc23)C	Training	1
238	60-13-9	NC(C)Cc1ccccc1	Training	0
239	91-20-3	c1ccc2ccccc2(c1)	Training	1
240	58-33-3	c1ccc3c(c1)N(c2ccccc2S3)CC(N(C)C)C	Training	0
241	108-46-3	Oc1cccc(O)c1	Training	0
242	79-11-8	O=C(O)CCl	Training	0
243	1330-78-5	O=P(Oc1ccc(cc1)C)(Oc2ccc(cc2)C)Oc3ccc(cc3)C	Training	0
244	120-32-1	Oc1ccc(cc1Cc2ccccc2)Cl	Training	1
245	3296-90-0	OCC(CO)(CBr)CBr	Training	1
246	75-65-0	OC(C)(C)C	Training	1
247	119-84-6	O=C2Oc1ccccc1CC2	Training	1
248	96-69-5	Oc1cc(c(cc1C(C)(C)C)Sc2cc(c(O)cc2C)C(C)(C)C)C	Training	0
249	396-01-0	n1c(nc(N)c2nc(c(nc12)N)c3ccccc3)N	Training	1
250	57-41-0	O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3	Training	1
251	1825-21-4	O(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)C	Training	1
252	74-83-9	CBr	Training	0
253	62-23-7	O=C(O)c1ccc(cc1)[N+](=O)[O-]	Training	1
254	115-96-8	O=P(OCCCl)(OCCCl)OCCCl	Training	1
255	137-09-7	Oc1ccc(N)cc1(N)	Training	1
256	91-64-5	O=C1Oc2ccccc2(C=C1)	Training	1
257	91-23-6	O=[N+]([O-])c1ccccc1(OC)	Training	1
258	75-07-0	O=CC	Training	1
259	16568-02-8	O=CN(N=CC)C	Training	1
260	60-35-5	O=C(N)C	Training	1
261	18523-69-8	O=[N+]([O-])c1oc(cc1)c2nc(NN=C(C)C)sc2	Training	1
262	127-06-0	ON=C(C)C	Training	1
263	34627-78-6	O=C(OC(C=C)c1ccc2OCOc2(c1))C	Training	1
264	65734-38-5	O=C(NNc1ccc(cc1)CO)C	Training	1
265	4075-79-0	O=C(Nc1ccc(cc1)c2ccccc2)C	Training	1
266	1078-38-2	O=C(NNC(=O)C)c1ccncc1	Training	1
267	114-83-0	O=C(NNc1ccccc1)C	Training	1
268	50-76-0	O=C6OC(C)C(NC(=O)c2ccc(c1OC=5C(=Nc12)C(C(=O)NC3C(=O)NC(C(=O)N4CCCC4(C(=O)N(C)CC(=O)N(C)C(C(=O)OC3(C))C(C)C))C(C)C)=C(N)C(=O)C=5C)C)C(=O)NC(C(=O)N7CCCC7(C(=O)N(C)CC(=O)N(C)C6C(C)C))C(C)C	Training	1
269	1162-65-8	O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(=O)CC5	Training	1
270	67730-10-3	n2c(N)ccc3nc1ccccn1c23	Training	1
271	52207-83-7	C=CCNN	Training	1
272	97-56-3	N(=Nc1ccccc1C)c2ccc(N)c(c2)C	Training	1
273	139-05-9	O=S(=O)(O)NC1CCCCC1	Training	1
274	12663-46-6	O=C2NC(C(=O)N3CC(C(C3(C(=O)NC(C(=O)NC(C(=O)NC(c1ccccc1)C2)CO)CC))Cl)Cl)CO	Training	1
275	553-53-7	O=C(NN)c1cnccc1	Training	1
276	2425-06-1	O=C1N(C(=O)C2CC=CCC12)SC(C(Cl)Cl)(Cl)Cl	Training	1
277	563-41-7	O=C(N)NN	Training	1
278	103-03-7	O=C(N)NNc1ccccc1	Training	1
279	143-50-0	O=C1C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	1
280	86-74-8	c1ccc3c(c1)[nH]c2ccccc23	Training	1
281	126-07-8	O=C1c3c(OC)cc(OC)c(c3(OC12(C(OC)CC(=O)CC2(C))))Cl	Training	1
282	56-49-5	c1ccc5c(c1)ccc3c5(cc2ccc(c4c2c3CC4)C)	Training	1
283	13483-18-6	O(CCOCCl)CCl	Training	1
284	39801-14-4	C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)	Training	1
285	56894-91-8	O(Cc1ccc(cc1)COCCl)CCl	Training	1
286	3778-73-2	O=P1(OCCCN1(CCCl))(NCCCl)	Training	1
287	111-44-4	O(CCCl)CCCl	Training	1
288	54-85-3	O=C(NN)c1ccncc1	Training	1
289	16699-10-8	O=NN(c3ccc(C=Cc2ccnc1ccccc12)cc3)C	Training	1
290	23950-58-5	O=C(NC(C#C)(C)C)c1cc(cc(c1)Cl)Cl	Training	1
291	70-25-7	O=NN(C(=N[N+](=O)[O-])N)C	Training	1
292	540-51-2	OCCBr	Training	1
293	63412-06-6	O=NN(C(=O)c1ccccc1)C	Training	1
294	3693-22-9	o2c1ccccc1c3cc(N)ccc23	Training	1
295	55557-00-1	O=NN1CCN(N=O)CCC1	Training	1
296	50-07-7	O=C(OCC4C=1C(=O)C(N)=C(C(=O)C=1N3CC2NC2C34(OC))C)N	Training	1
297	5036-03-03	O=C2N(N=Cc1oc(cc1)[N+](=O)[O-])CCN2CCO	Training	1
298	25013-16-5	Oc1ccc(OC)cc1C(C)(C)C	Training	1
299	76180-96-6	n1cccc3c1ccc2c3(nc(N)n2C)	Training	1
300	624-84-0	O=CNN	Training	1
301	3570-75-0	O=CNNc1nc(cs1)c2oc(cc2)[N+](=O)[O-]	Training	1
302	109-84-2	OCCNN	Training	1
303	78776-28-0	N(NCCCC)CCCC	Training	1
304	2104-09-8	O=[N+]([O-])c1ccc(cc1)c2nc(N)sc2	Training	1
305	56795-65-4	NNCCCC	Training	1
306	3775-55-1	O=[N+]([O-])c1oc(cc1)c2nnc(o2)N	Training	1
307	21928-82-5	O=NN(c3ncnc1c3(ncn1C2OC(CO)C(O)C2(O)))C	Training	1
308	7722-84-1	OO	Training	1
309	16120-70-0	O=CN(N)CCCC	Training	1
310	21884-44-6	O=C3C1=C(O)c8c(O)cc(c(O)c8(C(=O)C16(C4C(=O)C2=C(O)c7c(O)cc(c(O)c7(C(=O)C25(C3C(O)C6(C5(C4(O))))))C)))C	Training	1
311	3817-11-6	O=NN(CCCC)CCCCO	Training	1
312	26049-70-7	O=[N+]([O-])c1ccc(cc1)c2nc(NN)sc2	Training	1
313	140-79-4	O=NN1CCN(N=O)CC1	Training	1
314	10589-74-9	O=NN(C(=O)N)CCCCC	Training	1
315	4342-03-4	O=C(N)C1=NC=NC1(=NNN(C)C)	Training	1
316	32852-21-4	O=CNNc1nc(cs1)C	Training	1
317	628-02-4	O=C(N)CCCCC	Training	1
318	50-00-0	O=C	Training	1
319	57-14-7	NN(C)C	Training	1
320	24365-47-7	O=CC(NC(=O)C(NC(=O)C(NC(=O)C)CC(C)C)CC(C)C)CCCN=C(N)N	Training	1
321	61-94-9	O=C(OC)C1=CCCN(C)C1	Training	1
322	55600-34-5	c1cc(cc(c1)Cl)c2cccc(c2)Cl	Training	1
323	11096-82-5	c1cc(c(c(c1c2ccc(c(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	1
324	3031-51-4	O=C2OC(CN2(N=Cc1oc(cc1)[N+](=O)[O-]))CN3CCOCC3	Training	1
325	56654-52-5	O=NN(C(=O)NCCCC)CCCC	Training	1
326	1068-57-1	O=C(NN)C	Training	1
327	531-18-0	OCN(c1nc(nc(n1)N(CO)CO)N(CO)CO)CO	Training	1
328	324-93-6	Fc1ccc(cc1)c2ccc(N)cc2	Training	1
329	26049-69-4	O=[N+]([O-])c1oc(cc1)c2nc(NN(C)C)sc2	Training	1
330	60391-92-6	O=NN(C(=O)N)CC(=O)O	Training	1
331	25843-45-2	O=[N+]([N-]C)C	Training	1
332	398-32-3	O=C(Nc1ccc(cc1)c2ccc(F)cc2)C	Training	1
333	4164-28-7	O=[N+]([O-])N(C)C	Training	1
334	305-03-3	O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl	Training	1
335	302-15-8	NNC	Training	1
336	123-73-9	O=CC=CC	Training	1
337	363-17-7	O=C(Nc2ccc3c1ccccc1Cc3(c2))C(F)(F)F	Training	1
338	21626-89-1	O=C3c1ccccc1CN4C(=O)c2ccccc2CN34	Training	1
339	100-44-7	c1ccc(cc1)CCl	Training	1
340	87-68-3	C(C(=C(Cl)Cl)Cl)(=C(Cl)Cl)Cl	Training	1
341	4548-53-2	O=C2C(=NNc1cc(c(cc1C)C)S(=O)(=O)O)C=C(c3ccccc23)S(=O)(=O)O	Training	1
342	915-67-3	O=C3C(=NNc1ccc(c2ccccc12)S(=O)(=O)O)c4ccc(cc4(C=C3S(=O)(=O)O))S(=O)(=O)O	Training	1
343	5834-17-3	o2c1ccccc1c3cc(OC)c(N)cc23	Training	1
344	21638-36-8	O=C2NC(C)CN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	1
345	3564-09-8	O=C2C(=NNc1cc(c(cc1C)C)C)c3ccc(cc3(C=C2S(=O)(=O)O))S(=O)(=O)O	Training	1
346	3761-53-3	O=C2C(=NNc1ccc(cc1C)C)c3cc(ccc3(C=C2S(=O)(=O)O))S(=O)(=O)O	Training	1
347	5141-20-8	O=S(=O)([O-])c1ccc(cc1)C(c2ccc(cc2)N(Cc3cccc(c3)S(=O)(=O)O)CC)=C4C=CC(C=C4)=[N+](Cc5cccc(c5)S(=O)(=O)O)CC	Training	1
348	149-17-7	O=C2C=CC(=CNNC(=O)c1ccncc1)C=C2(OC)	Training	1
349	443-48-1	O=[N+]([O-])c1cnc(n1CCO)C	Training	1
