No.	CAS	SMILES	Status	CARC
66	630-20-6	C(C(Cl)(Cl)Cl)Cl	Training	1
68	79-01-6	C(=C(Cl)Cl)Cl	Training	1
69	78-42-2	O=P(OCC(CC)CCCC)(OCC(CC)CCCC)OCC(CC)CCCC	Training	1
70	87-62-7	Nc1c(cccc1C)C	Training	1
71	17924-92-4	O=C1OC(C)CCCC(=O)CCCC=Cc2cc(O)cc(O)c12	Training	1
72	85-68-7	O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC)	Training	1
75	119-53-9	O=C(c1ccccc1)C(O)c2ccccc2	Training	0
77	126-92-1	O=S(=O)([O-])OCC(CC)CCCC	Training	1
78	105-60-2	O=C1NCCCCC1	Training	0
79	107-07-3	OCCCl	Training	0
80	1936-15-8	O=S(=O)([O-])c3cc2ccc(O)c(N=Nc1ccccc1)c2c(c3)S(=O)(=O)[O-]	Training	0
81	105-87-3	O=C(OCC=C(C)CCC=C(C)C)C	Training	0
82	3567-69-9	O=S(=O)([O-])c4ccc(N=Nc1cc(c2ccccc2(c1(O)))S(=O)(=O)[O-])c3ccccc34	Training	0
83	95-50-1	c1ccc(c(c1)Cl)Cl	Training	0
84	33229-34-4	O=[N+]([O-])c1cc(ccc1(NCCO))N(CCO)CCO	Training	0
85	148-24-3	Oc1cccc2cccnc12	Training	0
86	69-65-8	OCC(O)C(O)C(O)C(O)CO	Training	0
87	108-95-2	Oc1ccccc1	Training	0
88	115-07-1	C=CC	Training	0
90	15481-70-6	Nc1cccc(N)c1C	Training	0
91	75-35-4	C=C(Cl)Cl	Training	0
92	968-81-0	O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(cc2)C(=O)C	Training	0
93	116-06-3	O=C(ON=CC(C)(C)SC)NC	Training	0
94	101-05-3	n1c(nc(nc1Cl)Cl)Nc2ccccc2Cl	Training	0
96	118-92-3	O=C(O)c1ccccc1(N)	Training	0
97	128-37-0	Oc1c(cc(cc1C(C)(C)C)C)C(C)(C)C	Training	0
98	77-65-6	O=C(N)NC(=O)C(CC)(CC)Br	Training	0
99	140-49-8	O=C(Nc1ccc(cc1)C(=O)CCl)C	Training	0
100	999-81-5	C[N+](C)(C)CCCl	Training	0
101	6959-47-3	n1ccccc1CCl	Training	0
102	61702-44-1	Nc1ccc(N)c(c1)Cl	Training	0
103	94-20-2	O=C(NCCC)NS(=O)(=O)c1ccc(cc1)Cl	Training	0
104	56-72-4	O=C2Oc1cc(OP(OCC)(OCC)=S)ccc1C(=C2Cl)C	Training	0
105	333-41-5	n1c(OP(OCC)(OCC)=S)cc(nc1C(C)C)C	Training	0
106	262-12-4	O1c3ccccc3(Oc2ccccc12)	Training	0
107	62-73-7	O=P(OC=C(Cl)Cl)(OC)OC	Training	1
108	1212-29-9	N(C(NC1CCCCC1)=S)C2CCCCC2	Training	0
109	60-51-5	O=C(NC)CSP(OC)(OC)=S	Training	0
110	54150-69-5	O(c1ccc(N)c(OC)c1)C	Training	0
112	121-14-2	O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])C	Training	1
113	78-34-2	O1CCOC(C1SP(OCC)(OCC)=S)SP(OCC)(OCC)=S	Training	0
114	72-20-8	O1C2C1C3CC2C4C3C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl	Training	0
115	536-33-4	n1ccc(cc1CC)C(N)=S	Training	0
116	75-47-8	C(I)(I)I	Training	0
117	434-13-9	O=C(O)CCC(C)C2CCC3C4CCC1CC(O)CCC1(C)C4(CCC23(C))	Training	0
118	1634-78-2	O=C(OCC)CC(C(=O)OCC)SP(=O)(OC)OC	Training	0
119	121-75-5	O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S	Training	0
121	72-43-5	O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C	Training	0
122	298-00-0	O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1	Training	0
123	315-18-4	O=C(Oc1cc(c(c(c1)C)N(C)C)C)NC	Training	0
124	1465-25-4	NCCNc2cccc1ccccc12	Training	0
125	619-17-0	O=C(O)c1ccc(cc1(N))[N+](=O)[O-]	Training	0
126	86-57-7	O=[N+]([O-])c2cccc1ccccc12	Training	0
127	99-56-9	O=[N+]([O-])c1ccc(N)c(N)c1	Training	0
129	82-68-8	O=[N+]([O-])c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	Training	0
130	834-28-6	N=C(N)NC(=N)NCCc1ccccc1	Training	0
131	624-18-0	Nc1ccc(N)cc1	Training	0
132	89-25-8	O=C1N(N=C(C)C1)c2ccccc2	Training	0
133	101-54-2	Nc1ccc(cc1)Nc2ccccc2	Training	0
134	103-85-5	NC(Nc1ccccc1)=S	Training	0
135	88-96-0	O=C(N)c1ccccc1(C(=O)N)	Training	0
136	85-44-9	O=C1OC(=O)c2ccccc12	Training	0
137	51-03-6	O1c2cc(c(cc2(OC1))CCC)COCCOCCOCCCC	Training	0
138	2783-94-0	O=S(=O)([O-])c3ccc(N=Nc1c(O)ccc2cc(ccc12)S(=O)(=O)[O-])cc3	Training	0
139	2438-88-2	O=[N+]([O-])c1c(c(c(OC)c(c1Cl)Cl)Cl)Cl	Training	0
140	97-77-8	C(N(CC)CC)(=S)SSC(N(CC)CC)=S	Training	0
141	1156-19-0	O=C(NN1CCCCCC1)NS(=O)(=O)c2ccc(cc2)C	Training	0
142	64-77-7	O=C(NCCCC)NS(=O)(=O)c1ccc(cc1)C	Training	0
144	150-38-9	O=C([O-])CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-]	Training	0
145	73-22-3	O=C(O)C(N)Cc2c[nH]c1ccccc12	Training	0
146	117-79-3	O=C1c3ccccc3(C(=O)c2cc(N)ccc12)	Training	1
147	17026-81-2	O=C(Nc1ccc(OCC)c(N)c1)C	Training	1
148	132-32-1	Nc1ccc3c(c1)c2ccccc2n3CC	Training	1
149	82-28-0	O=C1c3ccccc3(C(=O)c2c(N)c(ccc12)C)	Training	1
150	119-34-6	O=[N+]([O-])c1cc(N)ccc1(O)	Training	1
151	121-66-4	O=[N+]([O-])c1cnc(N)s1	Training	1
152	142-04-1	Nc1ccccc1	Training	1
153	134-29-2	O(c1ccccc1(N))C	Training	1
155	103-33-3	N(=Nc1ccccc1)c2ccccc2	Training	1
157	109-69-3	CCCCCl	Training	0
158	156-62-7	N#CN=[Ca]	Training	0
159	57-74-9	C2(=C(C3(C1C(CC(C1Cl)Cl)C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Training	1
160	115-28-6	O=C(O)C1C(C(=O)O)C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl	Training	1
161	20265-96-7	Nc1ccc(cc1)Cl	Training	1
162	510-15-6	O=C(OCC)C(O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	1
163	563-47-3	C=C(C)CCl	Training	1
164	6959-48-4	n1cccc(c1)CCl	Training	1
165	5131-60-2	Nc1ccc(c(N)c1)Cl	Training	1
166	95-83-0	Nc1ccc(cc1(N))Cl	Training	1
167	1897-45-6	N#Cc1c(c(C#N)c(c(c1Cl)Cl)Cl)Cl	Training	1
168	95-74-9	Nc1ccc(c(c1)Cl)C	Training	0
169	3165-93-3	Nc1ccc(cc1C)Cl	Training	1
170	95-79-4	Nc1cc(ccc1C)Cl	Training	1
171	87-29-6	O=C(OCC=Cc1ccccc1)c2ccccc2(N)	Training	1
172	102-50-1	O(c1ccc(N)c(c1)C)C	Training	1
173	120-71-8	O(c1ccc(cc1(N))C)C	Training	1
174	135-20-6	O=NN([O-])c1ccccc1	Training	1
175	80-08-0	O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2	Training	1
176	72-55-9	c1cc(ccc1C(c2ccc(cc2)Cl)=C(Cl)Cl)Cl	Training	1
177	1163-19-5	O(c1c(c(c(c(c1Br)Br)Br)Br)Br)c2c(c(c(c(c2Br)Br)Br)Br)Br	Training	1
178	615-05-4	O(c1ccc(N)cc1(N))C	Training	1
179	95-80-7	Nc1ccc(c(N)c1)C	Training	1
181	115-32-2	OC(c1ccc(cc1)Cl)(c2ccc(cc2)Cl)C(Cl)(Cl)Cl	Training	1
182	105-55-5	N(C(NCC)=S)CC	Training	1
183	91-93-0	O=C=Nc1ccc(cc1(OC))c2ccc(N=C=O)c(OC)c2	Training	1
184	597-25-1	O=P(OC)(OC)N1CCOCC1	Training	1
185	123-91-1	O1CCOCC1	Training	1
186	1937-37-7	O=S(=O)([O-])c5cc6cc(c(N=Nc1ccc(cc1)c3ccc(N=Nc2ccc(N)cc2(N))cc3)c(N)c6(c(O)c5(N=Nc4ccccc4)))S(=O)(=O)[O-]	Training	1
187	2602-46-2	O=S(=O)([O-])c5cc(N)c6c(O)c(N=Nc1ccc(cc1)c4ccc(N=Nc2c(O)c3c(N)cc(cc3(cc2S(=O)(=O)[O-]))S(=O)(=O)[O-])cc4)c(cc6(c5))S(=O)(=O)[O-]	Training	1
188	16071-86-6	O=C([O-])c7cc(N=Nc1ccc(cc1)c6ccc(N=Nc5c(O)ccc2c5(O[Cu]3Oc4ccc(cc4(N=[N+]23))S(=O)(=O)[O-]))cc6)ccc7(O)	Training	1
189	2475-45-8	O=C1c3c(N)ccc(N)c3(C(=O)c2c(N)ccc(N)c12)	Training	1
195	76-44-8	C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	1
196	67-72-1	C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl	Training	1
197	122-66-7	c1ccc(cc1)NNc2ccccc2	Training	1
198	78-59-1	O=C1C=C(C)CC(C)(C)C1	Training	1
199	303-34-4	O=C(OC2CCN1CC=C(COC(=O)C(O)(C(OC)C)C(O)(C)C)C12)C(=CC)C	Training	1
200	58-89-9	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	Training	1
201	101-61-1	c1cc(ccc1N(C)C)Cc2ccc(cc2)N(C)C	Training	1
202	129-15-7	O=C2c3ccccc3(C(=O)c1c2(ccc(c1[N+](=O)[O-])C))	Training	1
203	90-94-8	O=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C	Training	1
204	2243-62-1	Nc1cccc2c(N)cccc12	Training	1
205	139-94-6	O=C(Nc1ncc([N+](=O)[O-])s1)NCC	Training	1
206	139-13-9	O=C(O)CN(CC(=O)O)CC(=O)O	Training	1
207	602-87-9	O=[N+]([O-])c3ccc2c1c3(cccc1CC2)	Training	1
208	1777-84-0	O=C(Nc1ccc(OCC)c(c1)[N+](=O)[O-])C	Training	1
209	94-52-0	O=[N+]([O-])c1ccc2nc[nH]c2(c1)	Training	1
210	99-59-2	O=[N+]([O-])c1ccc(OC)c(N)c1	Training	1
211	5307-14-2	O=[N+]([O-])c1cc(N)ccc1(N)	Training	1
212	156-10-5	O=Nc1ccc(cc1)Nc2ccccc2	Training	1
213	99-55-8	O=[N+]([O-])c1ccc(c(N)c1)C	Training	1
215	136-40-3	N(=Nc1ccc(nc1(N))N)c2ccccc2	Training	1
216	3546-10-9	O=C(OC4CC3=CCC1C(CCC2(C)(C(CCC12)C(C)CCCC(C)C))C3(C)CC4)Cc5ccc(cc5)N(CCCl)CCCl	Training	1
218	120-62-7	O=S(CCCCCCCC)C(C)Cc1ccc2OCOc2(c1)	Training	1
219	1955-45-9	O=C1OCC1(C)C	Training	1
220	366-70-1	O=C(NC(C)C)c1ccc(cc1)CNNC	Training	1
222	105-11-3	ON=C1C=CC(=NO)C=C1	Training	1
223	50-55-5	O=C(OC3CC2CN4CCc1c5ccc(OC)cc5([nH]c1C4(CC2C(C(=O)OC)C3(OC))))c6cc(OC)c(OC)c(OC)c6	Training	1
224	100-42-5	C=Cc1ccccc1	Training	1
225	1596-84-5	O=C(O)CCC(=O)NN(C)C	Training	1
226	95-06-7	C=C(CSC(N(CC)CC)=S)Cl	Training	1
227	127-69-5	O=S(=O)(Nc1onc(c1C)C)c2ccc(N)cc2	Training	0
228	79-34-5	C(C(Cl)Cl)(Cl)Cl	Training	1
229	127-18-4	C(=C(Cl)Cl)(Cl)Cl	Training	1
230	961-11-5	O=P(OC(=CCl)c1cc(c(cc1Cl)Cl)Cl)(OC)OC	Training	1
231	139-65-1	Nc1ccc(cc1)Sc2ccc(N)cc2	Training	1
232	79-00-5	C(C(Cl)Cl)Cl	Training	1
233	88-06-2	Oc1c(cc(cc1Cl)Cl)Cl	Training	1
234	1582-09-8	O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])C(F)(F)F	Training	1
235	137-17-7	Nc1cc(c(cc1C)C)C	Training	1
236	2489-77-2	N(C(N(C)C)=S)C	Training	1
237	126-72-7	O=P(OCC(CBr)Br)(OCC(CBr)Br)OCC(CBr)Br	Training	1
238	100-40-3	C=CC1CC=CCC1	Training	1
239	107-13-1	N#CC=C	Training	1
240	542-88-1	O(CCl)CCl	Training	1
241	107-30-2	O(C)CCl	Training	1
242	505-60-2	C(CSCCCl)Cl	Training	1
243	75-21-8	O1CC1	Training	1
244	56-75-7	O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Cl)Cl	Training	0
245	148-82-3	O=C(O)C(N)Cc1ccc(cc1)N(CCCl)CCCl	Training	1
246	92-67-1	Nc1ccc(cc1)c2ccccc2	Training	1
247	494-03-1	c1ccc2cc(ccc2(c1))N(CCCl)CCCl	Training	1
248	434-07-1	O=C1C(=CO)CC4(C)(C(C1)CCC3C4(CCC2(C)(C3(CCC2(O)(C)))))	Training	1
249	55-98-1	O=S(=O)(OCCCCOS(=O)(=O)C)C	Training	1
250	56-23-5	C(Cl)(Cl)(Cl)Cl	Training	1
252	107-06-2	C(CCl)Cl	Training	1
253	75-01-4	C=CCl	Training	1
254	121-88-0	O=[N+]([O-])c1ccc(N)c(O)c1	Training	1
256	100-51-6	OCc1ccccc1	Training	0
257	75-27-4	C(Cl)(Cl)Br	Training	1
258	569-61-9	Nc1ccc(cc1)C(c2ccc(N)cc2)=C3C=CC(=[NH2+])C=C3	Training	1
259	106-46-7	c1cc(ccc1Cl)Cl	Training	1
260	75-09-2	C(Cl)Cl	Training	1
261	120-83-2	Oc1ccc(cc1Cl)Cl	Training	0
262	513-37-1	C(=C(C)C)Cl	Training	1
263	106-88-7	O1CC1CC	Training	1
264	54-31-9	O=C(O)c2cc(c(cc2(NCc1occc1))Cl)S(=O)(=O)N	Training	1
267	5989-27-5	C=C(C)C1CC=C(C)CC1	Training	1
268	24382-04-5	O=CC=C[O-]	Training	1
269	149-30-4	n2c1ccccc1sc2S	Training	1
270	598-55-0	O=C(OC)N	Training	1
272	80-62-6	O=C(OC)C(=C)C	Training	0
273	67-20-9	O=C2NC(=O)CN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	1
274	59-87-0	O=C(N)NN=Cc1oc(cc1)[N+](=O)[O-]	Training	1
276	61-76-7	Oc1cccc(c1)C(O)CNC	Training	0
279	64-75-5	O=C(N)C=3C(=O)C4(O)(C(O)=C2C(=O)c1c(O)cccc1C(O)(C)C2CC4(C(C=3(O))N(C)C))	Training	0
280	75-25-2	C(Br)(Br)Br	Training	1
281	50-44-2	n1cnc(c2nc[nH]c12)S	Training	0
282	79-06-1	O=C(N)C=C	Training	1
283	759-73-9	O=NN(C(=O)N)CC	Training	1
284	23214-92-8	O=C1c5cccc(OC)c5(C(=O)c2c(O)c4c(c(O)c12)CC(O)(C(=O)CO)CC4(OC3OC(C)C(O)C(N)C3))	Training	1
285	64-67-5	O=S(=O)(OCC)OCC	Training	1
286	62-50-0	O=S(=O)(OCC)C	Training	1
287	926-06-7	O=S(=O)(OC(C)C)C	Training	1
288	66-27-3	O=S(=O)(OC)C	Training	1
289	52-24-4	N1(CC1)P(N2CC2)(N3CC3)=S	Training	1
290	68-76-8	O=C1C=C(C(=O)C(=C1N2CC2)N3CC3)N4CC4	Training	1
291	512-56-1	O=P(OC)(OC)OC	Training	1
292	51-75-2	N(C)(CCCl)CCCl	Training	1
293	126-85-2	[O-][N+](C)(CCCl)CCCl	Training	1
294	446-86-6	O=[N+]([O-])c1ncn(c1Sc3ncnc2nc[nH]c23)C	Training	1
296	91-20-3	c1ccc2ccccc2(c1)	Training	1
297	58-33-3	c1ccc3c(c1)N(c2ccccc2S3)CC(N(C)C)C	Training	0
298	108-46-3	Oc1cccc(O)c1	Training	0
300	79-11-8	O=C(O)CCl	Training	0
301	1330-78-5	O=P(Oc1ccccc1C)(Oc2ccccc2C)Oc3ccccc3C	Training	0
302	120-32-1	Oc1ccc(cc1Cc2ccccc2)Cl	Training	1
303	3296-90-0	OCC(CO)(CBr)CBr	Training	1
304	75-65-0	OC(C)(C)C	Training	1
305	119-84-6	O=C2Oc1ccccc1CC2	Training	1
306	107-21-1	OCCO	Training	0
307	58-55-9	O=C2c1nc[nH]c1N(C(=O)N2C)C	Training	0
308	96-69-5	Oc1cc(c(cc1C(C)(C)C)Sc2cc(c(O)cc2C)C(C)(C)C)C	Training	0
309	396-01-0	n1c(nc(N)c2nc(c(nc12)N)c3ccccc3)N	Training	1
310	57-41-0	O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3	Training	1
311	1825-21-4	O(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)C	Training	1
313	74-83-9	CBr	Training	0
314	62-23-7	O=C(O)c1ccc(cc1)[N+](=O)[O-]	Training	1
315	115-96-8	O=P(OCCCl)(OCCCl)OCCCl	Training	1
317	137-09-7	Oc1ccc(N)cc1(N)	Training	1
318	91-64-5	O=C1Oc2ccccc2(C=C1)	Training	1
320	91-23-6	O=[N+]([O-])c1ccccc1(OC)	Training	1
321	75-07-0	O=CC	Training	1
322	16568-02-8	O=CN(N=CC)C	Training	1
323	60-35-5	O=C(N)C	Training	1
325	18523-69-8	O=[N+]([O-])c1oc(cc1)c2cnc(NN=C(C)C)s2	Training	1
326	127-06-0	ON=C(C)C	Training	1
327	34627-78-6	O=C(OC=CCc1ccc2c(c1)COC2)C	Training	1
328	65734-38-5	O=C(NNc1ccc(cc1)CO)C	Training	1
329	4075-79-0	O=C(Nc1ccc(cc1)c2ccccc2)C	Training	1
330	1078-38-2	O=C(NNC(=O)C)c1ccncc1	Training	1
331	114-83-0	O=C(NNc1ccccc1)C	Training	1
332	50-76-0	O=C6OC(C)C(NC(=O)c2ccc(c1OC=5C(=Nc12)C(C(=O)NC3C(=O)NC(C(=O)N4CCCC4(C(=O)N(C)CC(=O)N(C)C(C(=O)OC3(C))C(C)C))C(C)C)=C(N)C(=O)C=5C)C)C(=O)NC(C(=O)N7CCCC7(C(=O)N(C)CC(=O)N(C)C6C(C)C))C(C)C	Training	1
333	1162-65-8	O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(=O)CC5	Training	1
334	67730-10-3	n2c(N)ccc3nc1ccccn1c23	Training	1
335	52207-83-7	C=CCNN	Training	1
336	97-56-3	N(=Nc1ccccc1C)c2ccc(N)c(c2)C	Training	1
337	139-05-9	O=S(=O)(O)NC1CCCCC1	Training	1
338	12663-46-6	O=C2NC(C(=O)N3CC(C(C3(C(=O)NC(C(=O)NC(C(=O)NC(c1ccccc1)C2)CO)CC))Cl)Cl)C(O)C	Training	1
339	553-53-7	O=C(NN)c1cnccc1	Training	1
340	2425-06-1	O=C1N(C(=O)C2CC=CCC12)SC(C(Cl)Cl)(Cl)Cl	Training	1
341	563-41-7	O=C(N)NN	Training	1
342	301-04-2	O=C(O[Pb-]OC(=O)C)C	Training	1
343	103-03-7	O=C(N)NNc1ccccc1	Training	1
344	143-50-0	O=C1C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	1
345	86-74-8	c1ccc3c(c1)[nH]c2ccccc23	Training	1
346	126-07-8	O=C3C=C(OC)C2(Oc1c(c(OC)cc(OC)c1Cl)C2(=O))C(C)C3	Training	1
347	56-49-5	c1ccc5c(c1)ccc3c5(cc2ccc(c4c2c3CC4)C)	Training	1
348	548-62-9	c1cc(ccc1C(c2ccc(cc2)N(C)C)=C3C=CC(C=C3)=[N+](C)C)N(C)C	Training	1
350	13483-18-6	O(CCOCCl)CCl	Training	1
351	39801-14-4	C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	1
352	56894-91-8	O(Cc1ccc(cc1)COCCl)CCl	Training	1
353	3778-73-2	O=P1(OCCCN1(CCCl))(NCCCl)	Training	1
354	111-44-4	O(CCCl)CCCl	Training	1
355	54-85-3	O=C(NN)c1ccncc1	Training	1
356	56-04-2	O=C1C=C(NC(N1)=S)C	Training	1
357	16699-10-8	O=NN(c3ccc(C=Cc2ccnc1ccccc12)cc3)C	Training	1
359	23950-58-5	O=C(NC(C#C)(C)C)c1cc(cc(c1)Cl)Cl	Training	1
360	70-25-7	O=NN(C(=N)N[N+](=O)[O-])C	Training	1
361	540-51-2	OCCBr	Training	1
362	63412-06-6	O=NN(C(=O)c1ccccc1)C	Training	1
363	3693-22-9	o2c1ccccc1c3cc(N)ccc23	Training	1
364	55557-00-1	O=NN1CCN(N=O)CCC1	Training	1
365	50-07-7	O=C(OCC4C=1C(=O)C(N)=C(C(=O)C=1N3CC2NC2C34(OC))C)N	Training	1
366	5036-03-3	O=C2N(N=Cc1oc(cc1)[N+](=O)[O-])CCN2CCO	Training	1
367	25013-16-5	Oc1ccc(OC)cc1C(C)(C)C	Training	1
368	76180-96-6	n1cccc3c1ccc2c3(nc(N)n2C)	Training	1
369	624-84-0	O=CNN	Training	1
370	68006-83-7	n1c(N)c(cc3c1[nH]c2ccccc23)C	Training	1
371	3570-75-0	O=CNNc1nc(cs1)c2oc(cc2)[N+](=O)[O-]	Training	1
372	109-84-2	OCCNN	Training	1
373	78776-28-0	N(NCCCC)CCCC	Training	1
374	2104-09-8	O=[N+]([O-])c1ccc(cc1)c2nc(N)sc2	Training	1
375	56795-65-4	NNCCCC	Training	1
376	3775-55-1	O=[N+]([O-])c1oc(cc1)c2nnc(o2)N	Training	1
377	21928-82-5	O=NN(c3ncnc1c3(ncn1C2OC(CO)C(O)C2(O)))C	Training	1
378	7722-84-1	OO	Training	1
379	16120-70-0	O=CN(N)CCCC	Training	1
380	21884-44-6	O=C1c8c(O)cc(c(O)c8(C(=O)C67(C1=C(O)C3C(O)C7(C4C(O)C6(C(O)=C2C(=O)c5c(O)cc(c(O)c5(C(=O)C234))C)))))C	Training	1
381	3817-11-6	O=NN(CCCC)CCCCO	Training	1
382	26049-70-7	O=[N+]([O-])c1ccc(cc1)c2nc(NN)sc2	Training	1
383	140-79-4	O=NN1CCN(N=O)CC1	Training	1
384	10589-74-9	O=NN(C(=O)N)CCCCC	Training	1
385	4342-03-4	O=C(N)c1nc[nH]c1(N=NN(C)C)	Training	1
386	32852-21-4	O=CNNc1nc(cs1)C	Training	1
387	628-02-4	O=C(N)CCCCC	Training	1
388	50-00-0	O=C	Training	1
389	57-14-7	NN(C)C	Training	1
390	24365-47-7	O=CC(NC(=O)C(NC(=O)C(NC(=O)C)CC(C)C)CC(C)C)CCCNC(N)=[NH2+]	Training	1
391	61-94-9	O=C(OC)C1=CCCN(C)C1	Training	1
393	11096-82-5	c2c(cc(c(c1c(cc(c(c1Cl)Cl)Cl)Cl)c2Cl)Cl)Cl	Training	1
394	3031-51-4	O=C2OC(CN2(N=Cc1oc(cc1)[N+](=O)[O-]))CN3CCOCC3	Training	1
